Items_Produced,Amount_of_Waste
998,62.34
1402,79.69
1934,112.77
4279,313.9
1016,68.27
1457,121.85
3493,231.25
3907,290.14
4605,322.72
2568,179.13
1488,119.26
1231,90.38
2879,205.24
4084,295.92
4494,278.14
3080,224.82
3830,260.09
1968,120.68
1527,98.06
3966,266.0
871,84.55
1725,107.87
1188,91.06
2189,161.73
1488,98.0
3251,217.59
2014,140.5
1787,112.25
4232,284.51
1166,96.98
4438,336.82
3036,212.72
1259,67.91
4531,335.21
3978,286.14
996,85.74
748,46.36
787,70.52
920,59.99
1554,95.6
3346,216.74
878,61.19
4122,317.43
837,69.63
1222,73.99
3953,273.22
3015,235.09
2726,198.13
1139,86.85
4811,333.93
1413,86.34
4704,363.55
452,23.28
831,79.11
3317,231.38
3480,221.78
1083,82.88
100,33.31
2643,180.74
497,27.72
4397,308.85
3187,204.77
194,4.93
768,75.23
1523,101.86
3948,255.97
399,23.2
2328,161.19
3646,254.29
709,72.67
4662,362.26
4907,346.94
2318,181.55
3550,251.45
2003,114.32
3127,190.28
4206,287.73
240,0.96
3380,222.04
2958,182.2
2618,210.46
409,54.71
3605,258.84
2031,129.33
3134,228.91
4284,304.15
2263,168.59
2442,164.98
1260,65.86
4412,304.26
4924,341.62
365,26.6
479,17.75
1778,119.98
2662,195.16
1644,114.51
3185,234.13
2089,123.38
179,27.73
2566,164.98
2593,187.63
2873,202.86
1391,79.13
2221,138.81
2669,178.62
2711,196.47
2003,153.66
1373,107.39
1841,135.29
3268,240.89
3024,204.44
3340,219.11
2047,145.57
4453,340.99
2224,153.11
4024,283.71
2225,162.46
626,42.51
830,73.67
3205,213.88
2360,202.11
3859,264.68
496,55.46
1851,158.67
1952,115.92
4378,305.35
1362,110.08
4132,300.32
1357,90.91
2744,198.11
2508,150.55
1526,111.2
4344,306.43
350,23.72
1372,87.76
4640,324.31
2165,135.82
4426,319.03
2108,153.55
3784,264.2
2977,193.41
3475,258.46
3507,228.26
4970,332.77
2188,200.33
4558,321.8
106,0.0
3032,218.12
3032,213.17
1845,119.18
1584,118.13
2660,187.88
2596,163.69
108,9.85
1311,87.43
4472,311.17
2090,146.06
1113,72.7
4790,341.06
1730,123.17
1279,72.72
3605,259.39
120,17.54
2586,143.47
3465,198.81
1518,105.79
3902,269.12
4998,359.71
3074,203.95
2650,188.59
3179,232.57
3331,240.33
2150,138.47
4953,345.77
1948,127.06
2908,205.28
1887,137.17
2649,204.3
1064,69.84
1873,145.32
654,60.21
4107,285.77
2342,153.86
2063,143.21
155,21.66
1390,98.45
1526,89.89
3395,239.25
4226,281.68
1232,84.07
3975,305.34
662,64.87
2613,176.7
864,62.76
149,24.49
922,53.95
1486,147.11
2758,170.05
1712,125.97
2732,187.25
4338,305.4
2889,207.4
2683,189.58
968,49.93
1464,95.62
4514,288.38
2681,180.01
2558,182.17
2522,186.28
3318,220.7
4974,349.7
4208,287.65
2986,216.02
3902,269.09
3195,230.64
3089,214.33
2556,193.93
2874,219.71
3094,191.77
930,64.8
2056,135.45
4345,311.07
4729,312.56
358,16.64
3388,244.67
2640,190.26
3253,224.78
4115,274.48
1942,138.63
2826,210.8
4293,295.21
866,65.02
3527,242.22
4667,314.34
759,39.06
850,66.74
4420,322.41
3834,246.5
3836,264.13
4944,347.6
4203,273.74
873,65.61
1603,109.22
2725,178.84
4379,321.67
1041,72.68
516,34.87
1426,109.6
4509,309.03
2267,146.36
3814,253.6
1589,78.13
3045,233.22
2656,205.91
2250,134.6
4970,351.55
881,44.6
4013,253.99
2289,146.92
4356,311.0
1243,74.91
4982,334.28
4681,352.0
409,30.37
4054,290.94
2818,207.43
3046,200.74
1624,125.63
771,40.96
3125,220.02
1908,125.53
4091,288.16
1186,78.38
2281,161.07
4165,299.11
3604,242.29
2519,186.55
2899,197.68
758,54.12
3681,243.78
2788,192.91
764,64.49
2479,175.79
2048,142.52
2237,182.5
1787,115.21
1399,123.47
2962,215.64
4663,353.06
1956,124.44
3259,219.17
1564,124.36
2427,160.81
1082,71.84
2080,180.52
4445,280.04
3909,273.15
4291,283.11
3359,249.02
1382,87.32
1988,135.22
4912,362.77
1609,101.04
2156,149.13
2148,133.24
2672,161.13
4936,317.81
2478,142.05
1456,72.05
4954,330.54
2821,203.29
804,42.28
2456,160.86
1192,86.42
1739,128.66
1859,138.62
1310,96.83
4072,301.68
4839,345.44
547,29.75
3415,267.0
3237,253.37
2471,157.11
4090,291.21
2566,174.6
4249,310.76
1984,149.84
1585,80.95
4537,335.68
1046,80.39
1147,93.53
2167,168.35
2433,171.39
3510,250.92
2519,179.61
4293,302.54
2437,162.29
2920,202.41
4830,333.52
4882,371.91
2666,178.36
2738,193.58
3736,261.03
4021,289.55
450,32.92
2797,219.08
3431,245.64
2090,160.98
665,46.31
317,0.0
3674,246.99
705,62.12
299,31.26
2551,192.78
387,38.9
2036,143.1
3155,231.31
481,51.21
1226,109.94
2363,189.21
4348,340.08
4437,290.24
409,22.56
1291,72.47
430,15.86
317,38.59
4320,302.01
4076,301.77
2811,191.78
4463,332.29
1354,98.3
579,43.82
2260,169.43
2538,176.8
890,48.84
4787,313.23
3047,238.21
3541,245.52
3749,250.97
2648,182.57
4420,293.46
912,70.6
3227,230.11
1617,120.82
2019,136.93
4850,362.63
4254,306.76
3519,267.77
1406,85.65
1595,130.18
2586,173.05
1352,95.24
541,40.81
1174,79.4
1024,86.99
923,71.9
2125,119.68
454,57.97
150,24.39
3001,233.76
355,23.63
4432,306.78
3912,266.12
1591,111.67
695,58.14
1945,135.17
3719,250.94
1014,83.0
1119,75.83
4986,354.49
2208,134.94
100,0.0
3859,258.61
2230,154.54
4778,322.92
595,41.08
2657,176.25
3528,277.23
1635,125.0
3407,235.02
365,43.26
2081,151.03
391,26.79
2057,129.9
3370,237.21
300,18.85
545,60.42
264,0.0
3292,228.65
4996,338.56
4306,295.51
3540,235.46
2681,186.46
4339,283.14
1553,105.27
1396,110.91
3931,277.76
4671,330.77
884,74.02
324,33.34
3030,198.31
1338,103.45
841,52.96
688,64.28
3958,288.37
4130,281.27
3588,230.1
2917,214.19
674,48.67
3279,244.44
3772,264.41
2938,199.14
4584,305.66
3059,202.97
807,76.41
1004,68.18
1249,99.4
4085,271.21
4981,327.67
3228,231.29
4393,320.33
1854,169.34
4745,306.73
620,30.02
4661,341.01
2724,174.57
2112,153.9
3163,224.38
392,44.98
4403,327.37
4318,308.21
1673,136.45
1566,116.71
2579,171.67
1124,59.14
4110,276.53
3940,264.24
237,55.43
3177,229.7
1612,102.0
976,67.06
3323,202.99
2089,138.82
2924,178.49
2674,185.28
3655,231.02
469,25.31
1781,112.93
2894,193.79
3371,217.86
3816,266.85
1639,134.05
3022,237.39
4203,267.07
3173,211.69
2945,220.76
1258,78.91
1621,124.69
3289,234.21
4970,352.05
3271,202.63
1380,113.29
3411,257.79
2723,185.4
1605,115.9
1693,114.38
4644,325.55
3773,278.15
2849,188.07
2315,171.71
677,58.58
2030,157.08
720,50.56
151,0.0
4832,334.11
152,13.33
4403,324.65
318,30.93
1594,93.56
3035,189.31
2948,193.97
3175,213.32
2833,185.36
3166,178.04
2548,164.92
386,28.35
1602,130.41
838,78.2
2809,210.87
441,33.73
3235,254.12
2109,144.8
342,32.65
3773,260.81
2951,206.1
1811,138.19
4059,271.04
2772,205.62
2730,180.88
4946,349.76
2789,201.54
4085,296.28
283,17.76
3309,211.6
3181,241.77
1822,130.01
2002,121.47
2252,198.01
4728,344.58
1940,156.21
3263,225.93
1894,157.43
4104,269.65
1549,112.08
1832,135.54
1763,109.2
680,40.75
1761,122.13
1608,89.18
1369,101.47
730,43.18
2912,202.7
1378,110.02
3546,258.43
126,0.0
2040,137.52
3770,256.67
1737,112.72
4648,319.8
624,37.02
3665,245.6
4082,264.85
4597,324.57
1227,76.56
3412,225.43
4194,281.26
2431,171.03
4136,269.02
3189,249.18
3946,283.8
1845,122.04
2099,127.41
754,64.97
3099,209.17
1756,103.04
675,35.58
964,54.63
4360,309.02
2688,181.14
1590,122.38
1110,73.15
1906,136.11
1635,96.99
1921,131.79
2428,165.37
1682,117.45
3508,238.58
1819,116.49
1088,68.16
3601,234.65
761,57.48
2007,135.83
519,7.06
3432,243.36
3467,227.47
591,29.2
2737,240.74
1202,92.39
2578,172.13
3645,255.72
3606,247.84
3343,279.25
4504,319.8
3944,284.13
121,0.0
3722,258.79
760,38.2
2776,209.42
2834,218.67
2216,139.6
262,1.38
1404,82.62
4634,353.49
4263,288.12
3423,234.94
1225,94.2
2834,166.87
4327,314.76
1634,119.92
2521,158.78
2021,131.36
1651,104.97
4017,289.31
1035,89.62
1783,123.01
3958,289.2
4048,271.77
744,52.22
3481,236.86
4373,303.99
2705,173.39
1928,108.74
2076,149.46
573,36.29
983,62.33
3482,241.37
3739,276.13
1187,50.23
3759,303.31
3638,240.74
2578,172.41
3847,288.05
2009,161.01
4419,283.13
294,7.2
4640,327.97
2872,184.55
786,61.82
596,39.46
2256,129.74
2669,204.4
773,65.54
4320,304.9
1088,103.23
4024,289.31
4492,300.21
4208,273.93
2399,132.97
1219,69.45
1116,82.23
4085,282.95
2954,200.88
2332,166.62
3773,267.67
3323,249.03
2834,209.44
2970,205.86
3571,246.08
2560,192.79
3183,225.99
4584,312.97
3866,249.03
4181,315.45
207,31.34
3245,217.07
534,39.99
1071,86.43
4171,309.35
3071,214.68
484,11.5
3857,282.72
397,11.15
3517,237.85
325,21.5
3612,255.55
1428,101.31
4800,366.38
1069,76.99
3609,238.23
1286,47.77
1036,68.93
3414,241.81
3630,283.18
3630,221.33
1866,153.4
4687,340.54
155,26.15
1449,107.2
4033,256.8
4711,305.43
4200,281.44
3844,284.1
4393,308.36
563,38.93
282,25.34
2099,158.06
3357,227.71
4459,307.26
3237,219.98
874,53.91
4246,288.39
4985,364.08
2272,175.62
2569,190.82
3821,246.15
4279,294.58
4383,290.15
2069,143.67
1754,130.27
856,67.64
2432,151.66
3720,283.04
171,0.0
1338,93.43
2770,208.05
1237,93.93
3126,220.71
1890,133.12
2246,144.93
4530,334.62
3265,222.51
4042,257.83
2685,180.13
2687,187.27
4771,335.34
2361,174.01
1749,134.98
1197,63.41
979,60.94
1761,109.92
1899,137.64
1271,81.0
545,47.79
1868,119.03
2550,184.02
3251,219.83
3657,274.67
2807,197.29
4102,262.38
2463,174.27
4355,287.38
3363,251.25
2271,157.53
1548,109.11
3628,228.65
3939,273.53
625,18.5
4930,351.16
526,32.29
4140,289.77
2174,155.33
1214,93.44
808,70.35
1410,94.89
821,53.89
3205,240.66
1817,140.81
2223,164.6
2315,165.84
4971,368.72
2772,184.77
4661,340.51
4030,269.74
1880,116.26
562,73.5
749,69.48
2095,143.6
3566,219.5
4921,319.88
4573,328.63
3389,247.9
492,37.29
4317,309.09
4594,277.55
2209,154.06
2449,188.72
4377,303.92
3949,291.38
3095,245.56
2250,150.77
3020,222.73
1247,82.04
4032,279.07
3770,272.66
4532,316.58
1635,146.41
2357,146.81
1626,118.52
2951,207.61
2448,196.4
584,42.46
881,59.58
484,38.27
2275,179.22
539,36.6
4475,303.88
261,0.0
4556,313.61
2416,169.83
3308,197.72
1085,58.74
444,33.47
102,0.0
615,51.22
2773,186.96
3642,240.69
939,71.6
3731,262.92
2031,145.56
3472,246.05
1711,116.75
2337,141.38
3357,209.67
964,33.22
2786,201.86
2273,153.13
3574,245.49
1165,50.76
1876,110.28
4191,274.44
1182,62.92
4346,300.0
3215,212.67
2252,178.13
4937,355.92
1766,153.71
4270,300.77
4171,260.75
3086,268.79
2495,165.77
3257,234.84
4058,295.33
1315,97.02
2918,185.82
4909,339.14
2981,190.17
1337,92.41
3623,233.96
2531,176.96
337,22.32
2400,191.4
3585,257.9
654,46.29
3748,252.09
2230,152.28
4223,277.41
1047,83.96
1528,112.77
3221,175.16
2316,173.31
131,9.51
676,74.33
3037,193.4
1189,116.83
4853,350.2
2001,147.01
462,23.55
1780,79.29
4819,339.09
4971,359.72
3871,278.23
4762,332.95
1988,141.8
4255,288.55
507,34.8
1128,72.51
1340,83.44
4438,282.81
1199,84.25
1060,88.12
518,9.78
1367,108.71
2631,190.03
1718,130.73
3707,244.08
2643,182.04
4064,285.58
535,50.72
805,42.52
753,54.86
139,13.54
1887,153.39
1741,110.94
3038,204.62
2788,210.06
1892,137.11
1679,134.57
1298,92.05
1663,119.82
2629,164.08
579,12.26
2781,185.27
1722,118.99
1990,137.19
2600,177.59
2099,159.37
3666,260.99
2327,167.86
2676,184.1
3875,242.42
3304,245.37
4134,287.72
1091,59.78
4156,321.43
1541,126.32
661,47.32
1252,76.44
4653,300.08
112,10.74
2553,162.94
746,51.27
3394,240.45
1795,135.69
805,68.45
4434,299.24
2312,179.61
3751,263.17
3074,203.37
1537,120.15
4249,322.36
400,34.79
4675,328.83
3558,262.67
4132,266.77
3516,224.84
2050,155.52
3150,236.49
2672,173.96
3678,241.31
1342,82.77
2170,165.09
427,22.64
4636,314.76
1909,121.68
986,73.43
3088,198.67
3974,278.56
1710,84.34
1032,64.56
4399,303.64
1903,163.08
2464,143.08
1438,112.79
171,14.02
3666,272.27
2212,178.14
2473,173.88
2218,142.36
142,41.26
2468,185.52
2186,125.16
3965,301.67
2695,175.15
261,24.49
4639,350.13
3324,225.34
1743,120.76
3178,232.75
2498,159.36
1520,135.68
2103,153.59
4288,352.02
4994,364.99
4624,343.4
773,44.68
2646,192.48
3945,286.0
3611,261.19
4445,289.2
267,21.24
2094,138.28
1264,86.45
717,63.35
2456,166.47
4432,340.0
3867,283.78
2879,207.59
4647,330.65
1561,111.76
2324,186.95
2917,179.74
2581,193.72
846,45.58
2344,160.95
1507,107.62
3695,247.84
1139,86.72
4469,347.56
1883,141.11
2366,162.4
622,24.05
900,46.88
315,0.0
1372,93.56
1552,112.81
3798,260.7
3669,248.8
4888,346.76
2309,168.58
3314,236.18
4649,323.57
461,23.04
3839,287.71
3662,250.74
4700,344.57
3835,263.27
367,26.12
2299,165.42
1764,117.28
3668,240.93
2141,111.6
3307,225.2
1068,75.79
1054,83.69
4310,329.17
1489,112.5
430,32.62
4741,329.35
4343,309.37
758,64.49
1747,151.23
4571,323.0
4825,328.75
1861,125.3
1324,78.5
4873,383.38
2044,123.55
2116,143.5
4553,316.97
4816,340.14
625,41.17
2685,181.47
4860,333.63
3906,281.62
1248,90.13
1086,76.35
2301,157.02
293,15.56
3753,282.96
163,17.74
3994,290.51
204,39.08
2841,220.07
3591,246.22
4838,332.49
3271,220.27
1022,61.29
4288,313.72
3996,280.85
1622,112.35
173,21.87
4570,338.79
3972,297.4
2890,220.73
4941,332.26
1226,102.79
3676,251.29
3557,258.16
597,46.55
4582,281.34
2328,158.59
1696,138.75
3341,251.61
3878,271.86
2752,182.88
3985,273.99
898,79.15
206,31.42
1977,165.17
2651,184.25
855,100.95
2332,153.56
4140,325.78
625,69.98
183,9.37
627,53.12
4403,299.82
781,57.04
1494,124.95
3836,267.79
1171,66.23
1742,101.03
1253,78.9
2408,171.51
332,42.75
831,50.1
2768,201.7
2277,189.08
3576,227.39
2047,151.29
4148,282.44
1804,112.27
2394,172.31
1346,121.43
124,8.75
3042,202.62
3995,264.36
271,22.97
4339,301.37
294,8.43
3134,210.61
238,23.87
3834,260.38
3409,233.51
1738,118.27
2659,197.95
3645,261.77
331,22.01
2040,150.59
1695,122.53
4547,331.15
1186,59.33
4793,365.09
3977,276.06
4286,294.02
2923,199.63
738,54.07
1406,85.07
3080,218.45
3328,236.49
2141,170.88
2579,168.65
1954,166.67
421,22.24
3538,237.11
1249,80.69
3374,239.3
2263,164.43
811,67.98
4082,270.61
4938,320.22
678,54.32
3711,264.99
4016,287.95
3612,255.77
1383,81.23
4567,310.72
3781,271.78
4683,329.95
2881,218.39
1198,97.11
4259,290.58
1927,167.2
481,13.1
1135,69.6
4713,331.6
3292,211.49
1997,121.5
2669,159.54
3018,222.15
3554,193.77
619,49.46
2565,193.78
3127,225.17
849,49.93
1290,71.56
3102,241.57
4774,339.97
2693,166.92
761,42.56
1390,114.85
805,75.13
2847,199.05
1403,122.69
3690,260.61
170,0.83
663,24.36
4739,362.77
1687,86.85
1848,128.15
527,65.89
1359,92.36
2454,189.28
1042,85.32
3780,271.82
4868,342.67
1083,69.63
857,52.45
3290,219.19
1161,74.37
852,62.02
4359,293.0
435,33.98
1148,77.29
1705,154.7
3070,245.07
3145,222.03
4782,308.25
128,18.28
3009,233.42
839,26.19
126,17.67
2986,223.76
4709,335.02
3692,265.63
1535,100.59
1746,128.35
502,34.94
1394,90.89
3988,275.2
3245,205.67
4969,331.74
120,0.0
4986,355.42
1012,59.39
4514,332.82
4805,333.88
2468,175.7
4998,341.56
1682,125.61
1702,121.22
4772,354.16
1254,104.28
309,0.78
3186,240.25
2526,170.21
4593,318.23
648,70.08
1087,76.27
2419,164.93
4086,306.61
1339,68.06
119,15.29
4031,267.85
1495,97.84
1518,113.08
4506,284.57
1824,157.86
4589,330.26
884,73.58
4054,269.75
1396,76.62
2045,144.7
3924,264.55
187,6.08
3412,261.22
3393,233.67
2609,190.8
413,32.0
481,58.72
3427,218.09
1216,75.66
3671,239.84
4693,361.2
2231,108.85
4083,293.85
2347,173.79
2789,198.42
3387,223.49
1933,122.82
1886,137.88
1875,132.2
103,0.0
2669,188.79
3798,271.83
2938,214.49
2353,174.52
3245,207.43
1918,128.37
703,27.53
4664,334.35
1898,111.45
3210,211.57
2950,198.71
1523,109.1
4861,331.94
2471,153.88
1056,79.96
4556,322.35
2446,142.39
216,11.7
981,73.22
2091,154.15
2046,136.79
1647,144.65
1805,127.61
3843,283.88
755,46.13
1246,100.8
1066,72.93
2627,202.67
3509,239.58
3852,271.92
1369,90.29
402,27.43
1774,126.02
3547,217.74
4554,337.88
4951,322.88
448,49.73
2275,169.04
2599,196.4
1908,123.32
4437,307.0
4860,352.07
4573,297.16
3230,211.09
3757,237.03
583,55.86
2255,154.42
4147,303.19
2671,197.83
2548,195.9
2638,177.7
3147,201.73
2947,209.71
4434,307.17
3765,277.09
4667,329.27
2027,155.42
3790,282.86
260,0.0
3567,220.83
4357,284.66
3812,251.4
2560,176.22
3721,246.11
2680,197.17
4801,342.89
887,61.15
4034,287.49
331,33.81
4965,339.13
3982,289.44
1921,107.7
3338,227.97
4389,319.94
1096,59.95
4806,319.18
3812,257.29
1863,129.96
4089,284.03
2999,219.07
3093,235.96
2769,196.35
4178,306.05
2567,178.42
4541,308.93
2619,200.19
4129,285.16
2717,171.31
1679,130.17
2527,189.82
198,21.71
4514,317.3
4715,327.41
3473,234.77
1160,98.96
179,2.56
317,0.06
1205,96.91
1414,97.0
2270,170.07
3959,277.99
1198,91.04
674,36.75
453,49.31
4976,330.68
4159,264.81
1450,91.88
4548,313.53
2233,171.88
4350,296.21
523,30.15
1099,78.3
4097,267.05
1850,156.91
2950,199.88
3523,256.13
593,46.02
1306,68.73
1448,101.86
1894,126.27
269,24.21
3983,296.87
2518,192.03
1317,100.26
3202,215.56
1796,117.99
4849,350.28
4184,282.56
2369,166.29
4434,314.75
4203,274.17
2992,205.4
1684,123.76
2291,154.34
3260,249.7
1567,95.43
3339,254.15
2889,227.09
4221,311.78
4357,322.66
4846,330.17
4920,324.71
312,25.1
4660,316.01
980,65.04
4749,319.54
2276,149.26
2043,155.71
3651,246.09
4917,347.4
4633,314.1
3147,216.63
119,0.0
3045,196.82
747,61.25
4311,283.49
782,54.23
2997,208.85
2400,181.29
344,2.88
4315,301.9
301,12.16
3973,303.49
3945,306.33
1686,134.46
2382,179.11
632,40.36
4019,279.23
862,54.87
4384,311.79
4211,284.36
3721,244.07
3414,231.06
538,29.75
722,31.99
2850,224.57
3687,271.33
536,45.43
2819,192.67
952,65.98
881,77.34
1366,107.36
213,32.83
726,54.18
2984,228.16
1595,98.1
327,0.0
952,60.22
2113,137.04
891,61.31
2234,163.41
4995,334.75
3389,254.05
2205,151.5
2843,225.99
4471,306.04
837,78.44
741,32.94
229,16.34
804,58.38
530,11.31
4792,329.56
2476,188.5
1107,74.81
1420,127.02
3337,220.76
2387,180.35
1175,83.03
220,1.38
2197,161.09
3769,266.02
1652,122.31
917,69.05
4258,310.13
1492,123.39
2540,161.14
2564,167.42
4868,329.12
1767,109.28
1246,67.1
4076,285.49
2347,156.02
1843,140.73
3008,229.64
715,50.32
1242,101.66
429,30.28
3036,229.11
301,44.42
3022,199.97
2625,194.31
2907,208.6
4066,279.69
502,16.03
1029,73.83
468,32.76
692,40.93
2207,143.6
3103,252.95
1172,71.68
4735,342.3
688,49.96
743,63.96
4787,298.66
1433,125.2
3333,222.81
4723,316.81
2913,228.48
4041,288.22
4486,315.1
3764,246.31
2824,188.23
3354,247.6
4841,342.72
4322,275.58
1060,89.96
1629,108.08
4198,310.99
3161,219.06
1680,119.58
4274,313.65
1121,73.5
4908,334.96
2172,133.25
3252,230.26
4261,292.94
1897,141.21
4346,300.61
688,55.17
3012,217.06
4589,311.98
3404,254.6
1121,68.14
552,14.23
3348,230.99
146,0.0
3776,267.06
2754,183.47
4341,319.43
4731,334.56
369,0.51
137,11.15
2188,187.44
2693,204.44
4180,310.06
167,38.54
3849,280.37
3969,271.08
2698,204.46
512,47.48
2115,141.82
4493,305.47
3860,272.39
4795,311.9
859,50.98
2495,178.51
450,10.93
4352,304.23
1075,51.05
314,1.64
2357,133.97
1288,99.98
4336,294.2
3051,245.4
4496,307.25
2606,179.84
886,59.76
1097,57.63
2965,211.17
4272,300.04
4279,299.56
834,52.15
130,8.34
1925,114.55
3037,223.84
2375,163.57
1115,100.48
3302,237.55
3813,265.1
300,23.14
1068,83.84
4195,305.58
2916,200.0
3296,238.07
1176,79.99
3100,242.7
266,20.33
2193,173.77
2065,156.44
4324,309.48
657,62.73
443,36.32
4634,303.41
4507,310.52
3761,262.61
2707,192.83
235,29.32
3688,247.83
2395,138.98
4036,275.67
1255,95.35
1290,89.83
3435,226.35
3264,236.24
136,14.22
3803,263.85
4562,361.65
2847,176.22
4811,323.71
1323,101.72
3027,212.17
3446,234.41
523,22.81
2426,149.43
853,72.32
1941,134.15
2619,195.19
1364,71.87
2353,182.74
4943,355.17
3339,224.79
4633,332.82
674,55.08
3550,261.78
2827,191.52
2499,158.75
1196,62.64
2000,130.93
926,38.57
849,69.09
441,24.15
3749,246.19
1954,150.07
2704,194.69
3805,264.74
3502,269.49
603,54.02
627,44.6
571,42.05
4123,263.86
4352,283.48
3299,212.59
1747,94.56
4323,294.88
2873,232.03
3724,253.09
399,32.23
3436,249.95
2693,184.21
2422,171.38
1685,112.62
2570,169.54
402,29.42
2999,203.9
2441,160.43
3750,258.57
1580,98.59
113,25.86
2813,210.01
3493,257.53
4053,279.17
485,16.23
3009,223.87
546,12.37
1860,149.77
3601,281.5
2750,208.22
3151,220.72
1398,79.88
4328,297.26
2859,194.15
2074,150.28
1731,124.19
4040,306.24
978,63.09
4189,308.31
515,39.08
4938,343.68
1129,82.38
3301,241.18
760,28.61
2753,175.27
1521,88.63
896,68.51
2291,169.09
2516,159.84
4757,340.81
4583,316.86
4636,324.71
4386,315.98
2075,136.56
1581,119.94
4114,318.45
4489,311.21
335,41.24
3209,236.26
1222,77.99
2882,213.66
3027,205.29
1098,94.41
568,61.55
508,34.89
3661,243.84
2668,196.53
4600,319.1
922,64.9
3528,245.25
4265,317.99
2423,164.01
3761,261.26
2534,196.17
3023,205.27
1679,110.23
4246,309.31
114,16.37
4301,280.12
2864,179.58
1822,134.67
423,14.57
3773,269.58
3472,232.83
4301,319.8
4863,346.33
902,43.4
1136,86.16
113,20.83
3365,238.06
3928,266.94
433,37.44
4199,304.65
3600,260.05
4906,342.26
882,75.73
279,0.78
575,21.2
1063,70.17
2771,219.94
2735,216.64
1908,154.68
2326,163.55
4111,261.82
1683,125.2
4582,311.76
3845,280.47
1016,77.8
3539,278.73
556,66.91
3179,211.93
4679,329.51
4046,279.75
4794,328.81
3419,239.91
2730,164.37
3653,246.62
960,84.11
827,10.74
1818,103.44
2842,216.27
1656,135.9
1541,88.41
815,74.49
4596,336.63
4969,351.01
3556,245.67
2010,154.13
1260,85.26
653,48.85
4735,346.18
704,40.64
465,27.57
1776,145.83
4698,313.06
1533,119.02
1500,107.35
4930,353.56
2655,188.51
871,50.91
3600,224.15
2145,129.38
1900,126.7
219,28.13
1037,78.55
3416,255.51
4083,294.04
3456,241.67
608,60.37
1989,143.66
2414,186.8
4346,307.42
3324,219.63
1333,100.3
2507,174.91
1386,81.82
772,78.31
2074,145.36
3175,219.76
2365,154.28
332,8.51
1480,104.96
813,75.72
4406,320.72
2137,140.15
3671,260.06
3485,286.15
596,35.22
1607,114.4
4933,358.43
3426,234.65
750,28.21
3857,300.01
1695,116.14
4404,323.32
2497,168.23
675,81.91
2558,206.19
3043,209.81
1747,124.28
4306,299.37
2656,188.52
2806,186.6
2783,190.79
4862,309.19
4142,284.38
261,9.54
1160,73.53
3352,246.01
2897,200.12
3918,294.66
4232,288.9
1903,120.48
2549,185.94
2531,161.49
2520,175.07
1555,85.05
1373,85.83
3543,269.15
2454,181.91
4700,320.43
2740,197.39
4912,349.24
4639,338.04
1066,51.77
3213,174.96
4889,340.89
1124,70.8
4692,331.53
2848,216.65
4040,288.79
4921,359.2
373,26.45
2842,199.41
2954,220.95
392,40.48
4236,313.73
1178,85.72
3267,217.57
2593,180.63
467,45.31
1284,103.1
4501,309.13
4017,272.52
4835,346.44
2715,167.98
3612,237.69
4283,302.12
2670,180.76
3776,263.53
2108,136.61
423,29.46
4035,284.51
2982,216.1
3561,242.35
3574,271.53
756,41.89
3295,225.21
147,43.86
2851,172.8
1000,80.55
2616,183.88
595,36.55
3269,257.29
1458,87.98
1964,157.13
3274,233.27
1552,111.85
1598,99.56
824,49.94
3589,233.28
631,56.41
1053,95.81
2697,185.87
1027,76.68
4270,314.95
2337,152.85
3289,229.03
447,44.72
724,65.79
4359,316.89
2680,174.05
2730,202.01
1351,77.82
184,36.6
3404,214.79
4797,342.58
4794,329.92
2311,164.44
4928,323.54
1592,97.04
354,33.29
4733,335.22
4745,346.18
2750,192.99
1722,74.69
1602,124.45
497,46.54
3415,266.58
4257,297.42
2859,173.29
2285,149.19
3314,246.06
1821,129.98
3906,294.17
2554,197.78
3973,261.78
2298,149.6
312,6.81
3373,241.54
1913,109.9
4864,335.34
4116,292.84
3083,243.45
4061,286.32
3194,209.9
2575,156.64
2916,215.57
4773,346.2
2420,163.95
3269,218.58
3050,202.14
1661,124.57
2589,179.21
682,51.92
4042,289.65
4111,289.37
4203,315.91
930,84.68
3326,235.38
951,85.98
870,65.21
3585,278.05
2113,155.97
1347,63.6
2498,187.44
3960,281.93
2438,173.11
4503,296.78
2549,182.34
2874,225.95
1663,118.51
1713,116.07
299,0.37
2973,199.41
4052,287.12
2792,205.34
1960,123.99
826,48.75
287,15.92
245,5.17
4486,324.1
2904,207.11
2240,144.56
3880,270.86
2005,153.62
2304,167.6
3107,196.14
2916,212.57
2626,186.43
3982,277.69
1067,77.83
4620,333.06
4053,290.02
2243,171.85
4811,342.58
4220,332.35
1968,145.95
1043,69.37
3626,241.52
579,53.43
4515,312.85
1314,96.16
3937,274.49
391,25.37
4254,272.68
3062,222.34
3453,244.84
4338,287.25
2182,168.38
1255,63.1
1110,84.39
1199,91.73
1507,106.62
2444,213.8
3268,271.46
1645,101.08
4939,334.61
1549,113.14
2576,168.93
1538,117.05
4835,379.83
430,32.81
3469,251.18
4069,265.04
1982,127.36
3128,188.78
790,51.29
1163,100.51
3445,225.02
4953,355.22
365,22.62
1576,113.55
3812,298.77
416,46.71
2802,193.17
1914,128.39
4541,306.88
2983,236.99
4154,302.23
4834,353.47
319,13.37
4366,308.56
4256,297.97
2224,137.27
365,8.66
1434,80.43
4238,295.86
2961,185.9
4141,317.52
1956,161.13
