month,total_revenue
12,180227.66
1,-1622.49
2,27437.62
3,58147.03
4,62885.18
5,68092.05
6,89750.37
7,105144.13
8,123781.04
9,124065.13
10,154740.54
11,143364.87
12,174960.92
1,11093.81
2,35066.61
3,45181.05
4,48755.5
5,67120.05
6,91589.44
7,104367.46
8,115367.01
9,131153.33
10,155569.34
11,160858.46
12,179295.27
1,32359.49
2,18610.54
3,30185.26
4,66268.72
5,69570.86
6,87454.1
7,98750.75
8,117921.6
9,147788.3
10,156417.03
11,171897.79
12,168670.18
1,5790.77
2,7287.37
3,38524.95
4,67653.63
5,79135.57
6,88227.89
7,104821.6
8,114488.92
9,136638.07
10,156127.03
11,152072.91
12,182397.18
1,22459.48
2,26679.2
3,50605.6
4,82517.24
5,74165.26
6,93146.46
7,99095.54
8,121450.01
9,138682.17
10,151558.74
11,156842.44
12,181650.89
1,26697.57
2,33589.09
3,52695.9
4,58103.9
5,80999.2
6,92234.14
7,97392.71
8,122548.17
9,127066.43
10,144936.96
11,166514.63
12,182377.95
1,5486.14
2,38431.89
3,49576.05
4,54362.17
5,62699.32
6,88840.76
7,101432.45
8,120905.12
9,132095.07
10,133940.35
11,161893.22
12,177555.05
1,20069.29
2,24414.4
3,58429.4
4,44706.88
5,85489.34
6,88205.45
7,111876.68
8,120638.41
9,144116.44
10,146901.1
11,156211.04
12,191364.03
1,14092.15
2,31772.47
3,54878.02
4,51744.36
5,79763.93
6,85280.84
7,103942.65
8,120578.23
9,122998.23
10,143769.3
11,175808.58
12,187089.53
1,14498.88
2,31944.99
3,42646.06
4,70852.67
5,73397.18
6,91854.74
7,114168.24
8,113781.03
9,147470.31
10,137756.31
11,178037.14
12,177018.6
1,13058.41
2,14879.92
3,41361.64
4,51681.55
5,70138.83
6,88901.51
7,112662.33
8,121660.83
9,137461.41
10,141235.84
11,157953.97
12,194389.8
1,9118.39
2,43249.67
3,43055.51
4,60018.3
5,83562.92
6,100175.14
7,104113.5
8,116894.06
9,134552.64
10,152703.66
11,172130.43
12,180033.84
1,19951.09
2,43106.88
3,48050.48
4,62493.22
5,62848.71
6,68954.16
7,108107.01
8,119241.41
9,130881.74
10,151948.24
11,164516.77
12,189022.24
1,15688.89
2,24024.61
3,52921.33
4,58262.95
5,79212.29
6,86180.71
7,99801.38
8,120673.35
9,135102.63
10,153838.62
11,162850.83
12,165309.12
1,11537.81
2,36350.55
3,42620.99
4,58028.93
5,82891.01
6,84304.21
7,92657.57
8,118714.95
9,131126.61
10,142270.03
11,163596.97
12,183932.05
1,14925.69
2,32455.85
3,59507.26
4,57256.97
5,77226.79
6,85926.29
7,98229.12
8,115320.74
9,131169.93
10,152875.81
11,183792.61
12,174271.65
1,11667.0
2,29495.02
3,48166.39
4,62108.41
5,85272.77
6,70588.86
7,85904.56
8,116032.97
9,143778.4
10,137474.82
11,140938.94
12,184569.44
1,16949.26
2,21278.33
3,37115.68
4,52242.05
5,75884.28
6,84989.48
7,108952.51
8,97162.99
9,128145.19
10,140991.57
11,162949.27
12,175695.62
1,21382.75
2,15125.31
3,45363.93
4,64466.69
5,89853.18
6,86145.87
7,107595.67
8,105569.1
9,115864.35
10,156758.2
11,164955.52
12,189428.1
1,4012.78
2,34159.22
3,59950.54
4,63357.64
5,77212.65
6,90068.45
7,92432.95
8,130844.58
9,130113.14
10,154035.87
11,152495.73
12,170564.32
1,26480.7
2,27221.58
3,56626.2
4,59374.15
5,60264.82
6,97136.54
7,100280.86
8,125589.51
9,135201.69
10,137655.05
11,166314.36
12,197569.79
1,18943.89
2,29539.86
3,53602.75
4,61685.35
5,76676.27
6,81267.0
7,106870.78
8,128283.55
9,128311.5
10,161395.97
11,164266.35
12,172897.84
1,22981.06
2,27705.65
3,51076.12
4,57665.93
5,74521.39
6,93948.48
7,107327.18
8,104035.75
9,126030.05
10,157435.28
11,163942.91
12,175810.15
1,4131.41
2,21362.11
3,28825.61
4,59189.75
5,70212.5
6,82267.3
7,104455.01
8,122911.77
9,151745.58
10,137904.93
11,174275.05
12,187784.81
1,8767.26
2,31625.89
3,41338.93
4,61485.51
5,87073.05
6,94844.85
7,109068.87
8,116557.53
9,123127.55
10,148332.25
11,174652.87
12,167782.66
1,6559.29
2,31010.14
3,37122.76
4,53659.81
5,71611.21
6,79075.06
7,97207.03
8,125627.42
9,124541.04
10,137217.02
11,159959.8
12,185855.64
1,13424.63
2,26283.35
3,45354.87
4,46034.34
5,78957.65
6,93067.48
7,101725.53
8,128047.4
9,125980.03
10,159023.27
11,166235.95
12,177307.58
1,14841.01
2,29141.88
3,54762.26
4,51386.57
5,68899.85
6,98290.42
7,100235.72
8,127204.26
9,148595.49
10,146785.64
11,170450.9
12,170770.46
1,21037.87
2,31595.39
3,48784.31
4,54835.42
5,61711.33
6,94026.02
7,88492.77
8,117461.2
9,142529.45
10,151535.18
11,180586.74
12,188200.87
1,9768.81
2,30218.51
3,44621.03
4,47342.59
5,67476.81
6,85513.91
7,88710.24
8,120379.95
9,133007.43
10,136616.85
11,168233.7
12,185726.98
1,16816.28
2,27407.45
3,49731.54
4,65441.76
5,77459.23
6,83403.1
7,107212.81
8,129563.85
9,130226.97
10,166783.51
11,160794.95
12,180259.26
1,9620.12
2,31786.17
3,31062.23
4,55631.67
5,66263.03
6,91082.71
7,112955.58
8,125168.05
9,116026.73
10,166336.56
11,167362.24
12,173788.01
1,16257.02
2,31409.52
3,39665.21
4,61583.33
5,70140.22
6,86765.1
7,99509.77
8,108538.63
9,136166.69
10,154682.4
11,169119.07
12,186559.4
1,17594.72
2,25738.2
3,51717.31
4,49139.86
5,67794.63
6,82286.4
7,113640.45
8,127542.31
9,138898.44
10,158575.44
11,157965.74
12,182788.76
1,13998.6
2,36775.06
3,44078.21
4,56920.46
5,79327.27
6,97009.35
7,99653.24
8,119511.39
9,126532.47
10,130015.51
11,166603.68
12,184871.24
1,17096.53
2,14403.51
3,42193.2
4,42253.22
5,85957.61
6,81311.56
7,115043.23
8,127566.96
9,127795.28
10,140937.72
11,167802.96
12,173245.41
1,15819.88
2,26137.38
3,30750.73
4,42156.26
5,76813.47
6,85507.54
7,100575.28
8,125566.91
9,144387.54
10,147819.64
11,162275.21
12,184001.14
1,4144.52
2,31785.22
3,49415.09
4,65441.84
5,59505.98
6,83909.16
7,97973.89
8,120799.1
9,138845.96
10,161973.68
11,161040.28
12,176019.42
1,24197.38
2,32372.62
3,55141.21
4,62309.82
5,65743.07
6,79334.97
7,92587.9
8,125296.41
9,144508.77
10,164794.9
11,171744.84
12,189302.71
1,10359.87
2,20748.67
3,51800.63
4,63341.45
5,75859.55
6,93098.97
7,107585.48
8,130270.53
9,145359.88
10,154353.76
11,171766.42
12,184112.5
1,11310.64
2,36052.52
3,33844.04
4,68431.13
5,65443.82
6,92286.43
7,98238.77
8,124427.11
9,134728.6
10,137241.95
11,168365.6
12,175376.63
1,22049.17
2,30010.61
3,48163.37
4,52339.45
5,70285.34
6,86330.89
7,111853.62
8,133419.02
9,128558.63
10,158614.79
11,147642.58
12,170446.48
1,7329.77
2,19179.93
3,32331.29
4,63303.99
5,73287.46
6,93035.24
7,110523.78
8,122124.94
9,140262.11
10,149443.74
11,155504.05
12,188462.51
1,10287.1
2,22515.23
3,43576.66
4,52697.51
5,71660.56
6,92752.43
7,107786.73
8,112817.36
9,131098.36
10,158594.66
11,168971.2
12,196600.52
1,24441.03
2,39154.34
3,33897.05
4,66110.88
5,74575.15
6,85592.15
7,106344.12
8,127561.69
9,139006.65
10,142972.21
11,170939.67
12,174899.3
1,16733.46
2,27573.2
3,43249.07
4,66129.94
5,66678.45
6,105561.56
7,90431.31
8,115218.66
9,137961.7
10,154674.51
11,164196.19
12,179540.87
1,18284.4
2,28151.44
3,56145.45
4,66714.79
5,81982.59
6,82270.75
7,104364.89
8,117596.27
9,126955.19
10,152881.31
11,160698.83
12,185243.23
1,6438.47
2,43752.32
3,37829.34
4,61754.42
5,81334.87
6,85434.88
7,111819.75
8,110166.53
9,146616.94
10,150113.19
11,160228.71
12,177606.55
1,21471.35
2,25324.36
3,39005.14
4,58227.71
5,65584.3
6,104564.35
7,100468.84
8,126652.93
9,136675.76
10,142123.73
11,164952.36
12,186272.02
1,13493.91
2,39544.9
3,53172.12
4,67351.32
5,71322.75
6,81361.26
7,100091.3
8,121569.93
9,139366.29
10,132627.43
11,164935.09
12,181264.71
1,12779.65
2,40330.19
3,48374.24
4,70481.54
5,73272.32
6,97499.82
7,118080.53
8,130493.55
9,126262.87
10,147970.59
11,162238.68
12,183914.04
1,20490.83
2,23288.86
3,45542.71
4,43840.58
5,86535.56
6,85901.01
7,105446.91
8,117522.8
9,144168.22
10,127299.95
11,164867.12
12,179153.45
1,11370.91
2,43809.81
3,37901.36
4,66174.37
5,77850.02
6,100092.15
7,99662.49
8,114136.25
9,143768.56
10,153402.57
11,152640.5
12,175685.56
1,18091.06
2,36702.11
3,39566.15
4,36685.95
5,79185.79
6,80237.43
7,88861.29
8,97341.39
9,141511.85
10,151028.94
11,163194.75
12,191112.19
1,20098.6
2,42930.4
3,33858.12
4,59723.6
5,62066.29
6,88164.94
7,103011.07
8,125012.91
9,135364.51
10,154987.26
11,170627.52
12,197239.43
1,12477.63
2,22471.82
3,46968.67
4,53581.76
5,86855.69
6,87734.26
7,100475.39
8,116229.47
9,140747.34
10,148738.02
11,159866.67
12,193322.82
1,8150.64
2,30284.53
3,50218.45
4,46949.32
5,78842.08
6,81559.14
7,111582.26
8,112298.79
9,140542.15
10,158846.66
11,171891.49
12,182010.53
1,13149.59
2,25388.64
3,56768.28
4,54404.04
5,66703.47
6,95322.95
7,98630.91
8,112399.49
9,123451.17
10,146136.72
11,164338.28
12,181944.73
1,22610.45
2,34215.18
3,43473.02
4,58414.43
5,79081.26
6,100180.56
7,106010.51
8,116246.95
9,127057.07
10,138438.36
11,170330.16
12,184623.83
1,19618.91
2,28970.72
3,56255.48
4,56127.05
5,82642.15
6,89690.06
7,100133.19
8,124740.24
9,138277.09
10,152855.78
11,165650.23
12,179696.86
1,34106.98
2,39474.05
3,50782.62
4,60894.39
5,83057.26
6,94143.96
7,105209.64
8,117571.49
9,134352.66
10,124636.59
11,166684.81
12,176092.19
1,27741.36
2,30154.75
3,35488.29
4,59600.96
5,66631.03
6,93787.26
7,107327.58
8,127662.72
9,128672.95
10,150272.06
11,154079.83
12,185611.96
1,19150.97
2,33966.44
3,45012.95
4,63318.18
5,87834.71
6,87719.25
7,106109.16
8,111310.99
9,128053.91
10,150782.51
11,173831.47
12,177949.75
1,13112.67
2,26744.92
3,40721.95
4,62359.77
5,63021.94
6,100247.52
7,99676.62
8,125775.23
9,124840.01
10,155350.72
11,170375.56
12,183073.62
1,7044.57
2,31996.39
3,35535.55
4,57977.89
5,83235.3
6,96373.62
7,105121.46
8,112201.55
9,140164.7
10,150155.05
11,146437.48
12,186261.04
1,14806.14
2,39619.61
3,36237.84
4,34586.37
5,77232.67
6,92332.51
7,91474.63
8,112172.0
9,157041.74
10,147555.12
11,170847.67
12,174794.72
1,-1722.42
2,28637.93
3,42875.16
4,56800.97
5,74082.87
6,92114.15
7,103799.06
8,109887.95
9,138889.48
10,134405.03
11,148597.14
12,185913.44
1,19056.16
2,29540.84
3,33836.41
4,54336.71
5,72898.03
6,77232.85
7,99087.77
8,125218.64
9,146418.44
10,146644.52
11,171051.91
12,164687.52
1,20275.61
2,23568.41
3,47458.76
4,58017.98
5,85563.31
6,83004.51
7,110020.85
8,117763.94
9,133733.56
10,148529.17
11,158234.62
12,179887.21
1,14498.81
2,31929.92
3,45676.04
4,66383.96
5,82388.07
6,81595.01
7,111950.18
8,110509.31
9,139702.85
10,154957.91
11,149709.46
12,180743.83
1,11252.03
2,23929.88
3,55806.82
4,54770.57
5,68548.98
6,90605.56
7,110484.72
8,118866.81
9,144330.96
10,154247.81
11,147574.31
12,175764.26
1,10505.26
2,33834.89
3,24001.46
4,80392.08
5,79248.21
6,91191.01
7,114452.54
8,138749.23
9,141965.97
10,157590.5
11,166045.52
12,178867.79
1,11193.64
2,23391.1
3,39503.89
4,49195.55
5,74393.03
6,76522.66
7,106527.33
8,119709.36
9,136175.48
10,145822.95
11,189614.88
12,190880.93
1,5043.66
2,31862.94
3,40135.95
4,51884.16
5,64279.42
6,93457.73
7,99548.96
8,127742.61
9,142950.26
10,160991.32
11,158180.91
12,183802.92
1,20059.63
2,26206.57
3,38825.82
4,72876.17
5,76819.97
6,95087.74
7,98423.39
8,110245.72
9,130444.4
10,149007.83
11,156486.24
12,179921.24
1,1491.96
2,21039.62
3,50367.29
4,64830.32
5,71864.99
6,81857.89
7,96780.77
8,117013.85
9,140156.15
10,157425.97
11,161027.75
12,170772.06
1,17142.75
2,23411.72
3,40853.98
4,70602.21
5,81616.92
6,91263.79
7,94824.65
8,121691.17
9,143501.26
10,146994.93
11,175808.91
12,190341.96
1,28309.86
2,32441.95
3,49699.13
4,71313.5
5,78579.15
6,85990.13
7,101411.66
8,121908.44
9,124675.51
10,148853.93
11,173772.38
12,162469.97
1,27275.86
2,38978.99
3,41321.88
4,64347.13
5,75025.18
6,99839.92
7,112861.47
8,108799.43
9,139698.1
10,148354.98
11,165662.66
12,174174.62
1,28985.1
2,38320.49
3,39081.83
4,49323.12
5,71914.62
6,93476.02
7,106921.65
8,130025.06
9,141319.36
10,157756.55
11,167614.84
12,168885.61
1,13434.41
2,38480.72
3,44587.82
4,64024.72
5,72450.01
6,81761.51
7,104013.25
8,122472.38
9,129754.5
10,148114.31
11,157484.29
12,188953.96
1,12644.35
2,41622.04
3,57229.98
4,59351.63
5,66932.41
6,73312.82
7,93223.7
8,109009.32
9,146027.76
10,150926.6
11,168116.84
12,162236.63
1,5416.27
2,37096.64
3,47294.19
4,58822.36
5,79518.74
6,103086.38
7,103231.66
8,120554.96
9,136540.78
10,169136.88
11,148205.15
12,185465.78
1,14081.58
2,34534.17
3,39741.02
4,59608.28
5,80691.28
6,114903.28
7,111464.29
8,113215.48
9,131609.92
10,146372.69
11,150634.85
12,177359.28
1,20862.63
2,19806.14
3,53387.86
4,63902.2
5,69126.13
6,88867.76
7,117786.57
8,125868.38
9,135070.27
10,148098.53
11,165612.87
12,175905.89
1,-1838.0
2,46337.42
3,46242.6
4,63185.18
5,74536.74
6,84119.07
7,103512.6
8,107204.84
9,153216.69
10,140123.9
11,156744.27
12,176477.93
1,25304.61
2,30116.07
3,35110.91
4,70034.71
5,80848.01
6,94307.48
7,110725.87
8,139154.9
9,152480.76
10,144506.28
11,177991.08
12,183065.35
1,18992.77
2,16461.83
3,43636.91
4,53497.41
5,81624.47
6,98568.64
7,88404.11
8,119823.72
9,143974.89
10,148506.57
11,170832.51
12,182809.32
1,17733.28
2,27829.48
3,35267.35
4,51027.76
5,80674.82
6,90155.67
7,103891.9
8,116608.88
9,132558.49
10,158375.29
11,162318.05
12,169271.48
1,20949.21
2,28360.99
3,45251.17
4,72860.63
5,74835.52
6,92313.47
7,95568.61
8,118242.64
9,139876.21
10,137557.01
11,166606.76
12,180806.33
1,15330.3
2,38297.27
3,47675.51
4,71824.58
5,67051.28
6,91087.4
7,105675.73
8,111445.96
9,142650.36
10,168597.39
11,164863.95
12,184040.17
1,15676.15
2,24291.32
3,30433.92
4,54353.81
5,63864.33
6,103632.82
7,104079.12
8,117232.65
9,142113.23
10,141025.99
11,158865.09
12,180544.58
1,23230.15
2,34013.48
3,46986.6
4,60624.94
5,78201.89
6,91613.22
7,96760.22
8,120368.63
9,126410.49
10,150648.66
11,161154.82
12,200315.05
1,14680.84
2,18766.08
3,43926.56
4,64154.87
5,88386.91
6,85284.38
7,92340.58
8,126534.7
9,123955.21
10,146510.76
11,162939.04
12,179442.93
1,20513.32
2,24530.93
3,42810.17
4,59885.84
5,76196.78
6,90782.62
7,108488.05
8,126750.72
9,138141.07
10,153628.68
11,152342.21
12,180401.82
1,18836.06
2,35831.53
3,39461.19
4,54727.69
5,70407.19
6,94291.31
7,113271.05
8,116740.32
9,142263.7
10,150987.84
11,164005.71
12,178308.93
1,20972.89
2,32604.62
3,63206.6
4,53182.2
5,79144.81
6,85766.39
7,98045.7
8,119913.06
9,136098.82
10,173345.39
11,163526.83
12,170958.57
1,17184.09
2,13402.88
3,44264.35
4,60128.2
5,81356.8
6,97788.98
7,100971.44
8,118795.09
9,128871.03
10,140975.5
11,167479.16
12,169811.32
1,11682.98
2,22038.61
3,49397.47
4,74411.44
5,64587.3
6,75175.85
7,104000.9
8,120125.58
9,136749.27
10,146429.44
11,163394.89
12,182940.08
1,23323.45
2,14359.61
3,42048.48
4,61710.47
5,67656.19
6,103849.36
7,99916.72
8,119669.66
9,139448.18
10,145269.72
11,150227.42
12,176570.76
1,23235.52
2,27304.84
3,38228.53
4,67405.38
5,72353.8
6,85918.71
7,106195.65
8,126166.0
9,154053.71
10,156617.89
11,174278.72
12,175952.27
1,6793.06
2,30498.65
3,45857.36
4,51371.9
5,73597.64
6,93194.54
7,107883.15
8,124034.3
9,137327.72
10,145943.93
11,160888.79
12,170408.39
1,29278.2
2,30107.6
3,43201.18
4,52569.66
5,98485.26
6,81413.38
7,101569.22
8,123326.69
9,139801.7
10,157663.46
11,179460.87
12,184049.26
1,6551.75
2,27944.44
3,47462.66
4,76545.81
5,63817.56
6,99620.61
7,106439.31
8,126702.64
9,134184.04
10,143260.54
11,171006.98
12,185235.45
1,22776.46
2,29893.56
3,40201.42
4,47529.7
5,81554.99
6,93391.12
7,97273.74
8,115691.41
9,131265.93
10,138136.12
11,158458.54
12,170929.36
1,11700.17
2,24090.42
3,31983.96
4,76180.72
5,85020.33
6,83767.84
7,107179.37
8,123339.72
9,144528.69
10,143451.16
11,173736.85
12,175616.76
1,4313.1
2,35793.09
3,55326.07
4,80703.27
5,65402.2
6,95591.36
7,101721.59
8,126266.87
9,123236.08
10,139897.84
11,158793.0
12,180631.71
1,9871.35
2,35272.43
3,53215.16
4,64796.62
5,87950.3
6,93326.61
7,95264.83
8,130907.01
9,130158.75
10,157283.35
11,177589.87
12,183653.5
1,3030.73
2,22654.3
3,55581.96
4,58647.02
5,75636.59
6,96070.6
7,110570.58
8,122230.4
9,133330.65
10,147498.65
11,171863.19
12,184428.56
1,12941.6
2,38656.9
3,43967.73
4,53186.7
5,68928.23
6,82170.07
7,102820.72
8,129869.79
9,128559.24
10,151507.81
11,159746.49
12,177917.53
1,2919.67
2,28235.69
3,43450.36
4,64322.3
5,76786.25
6,80412.86
7,113673.59
8,121682.42
9,136587.15
10,149926.54
11,160857.94
12,181742.42
1,18804.71
2,16024.83
3,40689.91
4,57960.42
5,77049.36
6,99546.49
7,98826.07
8,116016.31
9,130899.73
10,143587.78
11,162222.51
12,186166.42
1,6569.32
2,33422.52
3,31384.78
4,55509.3
5,72364.09
6,103398.88
7,102801.58
8,102390.05
9,119008.89
10,150272.24
11,169910.17
12,183003.65
1,16340.56
2,39298.08
3,40683.27
4,67159.28
5,61943.88
6,82760.42
7,90543.67
8,117801.24
9,134629.91
10,150912.81
11,165495.07
12,172579.57
1,13478.07
2,18020.43
3,55905.83
4,57570.99
5,71088.91
6,102711.52
7,95062.03
8,110995.3
9,126230.24
10,149457.03
11,168453.05
12,185917.4
1,35575.96
2,12004.54
3,49869.88
4,55542.96
5,70308.68
6,85041.82
7,97729.84
8,133476.2
9,141738.38
10,150185.57
11,175808.13
12,167899.77
1,4354.36
2,12576.26
3,39404.68
4,61293.59
5,75822.87
6,91194.74
7,93711.55
8,126425.24
9,136917.02
10,155864.43
11,149857.9
12,182491.93
1,5497.88
2,26821.41
3,49274.92
4,60728.75
5,68187.68
6,90050.19
7,92747.72
8,129202.14
9,133357.73
10,158948.4
11,160787.75
12,175811.39
1,8886.51
2,37009.39
3,39324.55
4,65156.76
5,71940.38
6,74192.29
7,100437.49
8,110567.13
9,135271.22
10,140476.74
11,172407.8
12,179271.39
1,13579.23
2,35247.14
3,52711.26
4,59839.21
5,68830.4
6,75808.24
7,99511.6
8,115062.3
9,135856.46
10,147238.82
11,170503.46
12,175096.13
1,14543.67
2,39471.9
3,47734.6
4,59519.7
5,70184.44
6,84934.15
7,98195.09
8,115671.95
9,141045.33
10,148224.89
11,154201.82
12,194145.35
1,17559.72
2,18744.45
3,41465.21
4,60887.09
5,88636.74
6,81135.1
7,112808.33
8,131195.89
9,129970.77
10,147779.89
11,156709.53
12,178372.31
1,14707.28
2,35277.2
3,53721.47
4,54015.23
5,59261.4
6,89830.04
7,107348.3
8,121995.34
9,132386.61
10,150998.02
11,177123.56
12,183053.87
1,12013.05
2,25998.42
3,43641.18
4,73093.92
5,73533.59
6,89841.65
7,101141.49
8,128791.87
9,150678.7
10,153604.9
11,165662.18
12,180294.26
1,-4074.45
2,35961.21
3,46073.33
4,63426.74
5,69308.3
6,86924.34
7,101711.8
8,128172.98
9,131969.92
10,166661.28
11,168446.9
12,169794.54
1,13971.63
2,24786.6
3,27444.94
4,72795.77
5,80625.14
6,94265.66
7,106323.23
8,108943.86
9,131131.06
10,156734.25
11,156590.24
12,159745.85
1,13183.15
2,28865.94
3,46084.51
4,65828.15
5,80100.85
6,92070.16
7,114564.25
8,107848.24
9,139036.65
10,155012.31
11,155083.5
12,167977.04
1,9032.46
2,24707.67
3,51027.36
4,55083.69
5,68149.21
6,85106.93
7,113949.06
8,120104.35
9,133565.99
10,149119.96
11,175336.48
12,174006.63
1,25524.07
2,31683.97
3,43716.64
4,80007.2
5,66554.88
6,87170.51
7,95140.55
8,127619.7
9,148513.51
10,163359.38
11,174791.59
12,178419.04
1,12078.07
2,16630.64
3,61286.99
4,63751.82
5,71064.34
6,100624.46
7,97217.88
8,123252.98
9,133618.97
10,155109.42
11,164491.41
12,168392.58
1,15604.61
2,38390.91
3,44766.27
4,66200.92
5,66635.76
6,89789.91
7,100003.92
8,125975.85
9,135251.93
10,155520.59
11,173701.68
12,185532.95
1,17184.95
2,22014.3
3,44977.71
4,55735.28
5,72247.49
6,87003.73
7,97160.6
8,104341.29
9,129654.86
10,151547.04
11,154214.58
12,180125.46
1,30202.15
2,38184.45
3,58148.33
4,63129.02
5,84340.08
6,84208.28
7,99845.28
8,98086.88
9,144489.16
10,162322.59
11,160574.58
12,177968.39
1,8969.1
2,33061.23
3,53999.46
4,46057.82
5,78275.51
6,87786.63
7,105907.16
8,123671.95
9,133494.38
10,149171.31
11,163289.0
12,187762.53
1,18350.08
2,31764.67
3,34832.39
4,56971.36
5,82189.35
6,90301.57
7,110276.25
8,134132.09
9,143308.85
10,150745.27
11,160912.09
12,159571.6
1,13652.92
2,27391.9
3,48122.93
4,58768.76
5,72436.92
6,75764.81
7,97480.26
8,123813.21
9,148727.26
10,149219.8
11,167622.49
12,187619.83
1,8512.85
2,32934.51
3,39076.08
4,66918.6
5,76211.22
6,92387.61
7,98739.21
8,125656.26
9,151677.7
10,141936.71
11,162281.93
12,181852.86
1,21291.25
2,25523.63
3,22335.76
4,70873.52
5,81084.05
6,76056.42
7,100139.45
8,132545.46
9,146582.37
10,157509.12
11,163591.1
12,180663.9
1,13952.59
2,39025.92
3,37993.26
4,53553.6
5,83082.2
6,89645.11
7,116027.74
8,114627.9
9,134561.77
10,142620.7
11,165058.9
12,168171.62
1,11098.93
2,18509.97
3,50551.39
4,65732.71
5,61157.9
6,100671.09
7,124979.32
8,120368.05
9,129871.09
10,172594.64
11,154448.25
12,180160.85
1,16436.98
2,40761.18
3,47877.91
4,56010.93
5,67390.53
6,87265.43
7,96944.58
8,120382.6
9,130486.43
10,138047.7
11,175041.17
12,176018.62
1,4854.91
2,28653.93
3,45546.97
4,46028.27
5,77653.18
6,81622.74
7,118688.23
8,124191.68
9,131800.8
10,144038.66
11,164160.26
12,184902.33
1,14796.05
2,28262.73
3,45466.96
4,55169.13
5,72254.35
6,73313.66
7,112789.81
8,122390.38
9,128812.35
10,165189.88
11,165696.13
12,171710.85
1,21853.9
2,33184.39
3,48156.64
4,56593.96
5,78603.97
6,87905.93
7,109447.53
8,104760.44
9,131529.01
10,163777.24
11,158863.46
12,175169.29
1,11416.31
2,20281.55
3,27333.75
4,58155.31
5,76086.88
6,89579.96
7,103840.97
8,120344.33
9,143182.73
10,148476.43
11,160407.34
12,177751.0
1,19634.77
2,41296.22
3,39974.85
4,60791.47
5,77706.86
6,82059.38
7,105163.34
8,108274.61
9,120847.6
10,152933.97
11,161929.0
12,181618.24
1,14856.84
2,22188.8
3,44637.97
4,50135.19
5,86127.78
6,79152.24
7,103433.72
8,111661.83
9,139563.37
10,147348.55
11,160850.67
12,186825.61
1,15235.44
2,34133.16
3,37149.39
4,48761.46
5,75857.66
6,87449.23
7,110011.48
8,119360.73
9,136640.6
10,137012.94
11,180107.5
12,178686.06
1,20580.7
2,23311.27
3,47464.08
4,49577.24
5,78616.54
6,87152.21
7,105233.52
8,125583.79
9,125139.68
10,144524.07
11,168658.59
12,196785.77
1,13895.34
2,34729.09
3,44144.23
4,75537.96
5,61022.23
6,90756.97
7,91995.65
8,99947.43
9,137379.7
10,151115.98
11,162721.3
12,179150.45
1,39786.4
2,27934.6
3,49080.99
4,54805.08
5,77361.86
6,88094.13
7,101715.85
8,134551.19
9,144417.48
10,151093.97
11,146566.3
12,177111.93
1,36624.22
2,28154.71
3,53825.74
4,71535.54
5,76751.71
6,83265.43
7,85517.5
8,125473.31
9,128481.95
10,151409.2
11,155001.44
12,177878.1
1,15269.75
2,32148.75
3,36081.42
4,69575.29
5,70224.84
6,76604.24
7,104127.81
8,120275.0
9,136284.72
10,160897.06
11,163108.41
12,179043.04
1,6174.52
2,36564.43
3,46474.47
4,56639.78
5,59762.6
6,101555.3
7,95178.56
8,115269.78
9,137866.76
10,140427.54
11,153051.92
12,163008.42
1,20767.98
2,25638.51
3,68418.16
4,52045.16
5,67628.39
6,85476.86
7,106945.08
8,116238.37
9,139898.66
10,142171.29
11,153947.27
12,165614.28
1,-2788.59
2,25855.45
3,42592.16
4,54948.5
5,84947.25
6,99824.24
7,102321.58
8,105648.63
9,130466.36
10,145201.43
11,159742.92
12,174418.25
1,9772.3
2,26907.67
3,39915.67
4,61666.58
5,77882.95
6,82714.84
7,115168.52
8,112159.5
9,122057.6
10,153046.22
11,158460.73
12,182570.33
1,-4229.35
2,41139.65
3,50378.35
4,47996.19
5,63169.78
6,103378.13
7,99100.96
8,113326.52
9,116871.58
10,147193.77
11,163178.24
12,185723.94
1,3807.37
2,17837.71
3,48607.7
4,68053.84
5,62430.78
6,98652.11
7,105300.33
8,128734.44
9,134438.24
10,129821.78
11,163784.26
12,188481.15
1,7850.03
2,26896.28
3,43590.93
4,36803.89
5,88370.78
6,82788.99
7,109045.88
8,119306.39
9,145060.95
10,153248.45
11,163120.61
12,172851.88
1,21382.81
2,15012.47
3,50167.12
4,51207.64
5,85018.27
6,91290.4
7,110152.99
8,120655.91
9,120980.98
10,143114.17
11,170379.11
12,181333.25
1,24447.92
2,33226.2
3,37266.38
4,53631.49
5,75823.34
6,71487.65
7,118387.54
8,123533.97
9,144816.28
10,137355.17
11,174956.52
12,197851.99
1,4432.97
2,36171.21
3,45008.88
4,47644.53
5,78943.07
6,96668.83
7,100190.99
8,129327.33
9,121665.89
10,138041.95
11,166092.78
12,180203.08
1,9267.41
2,36476.76
3,49247.15
4,66865.11
5,74014.91
6,94820.64
7,101434.8
8,136430.55
9,128499.63
10,166842.38
11,165279.1
12,168995.91
1,25944.63
2,31007.21
3,51808.99
4,69790.85
5,77703.64
6,85262.07
7,112805.71
8,120006.04
9,140486.86
10,132770.16
11,168575.85
12,174891.31
1,28226.48
2,34984.7
3,46918.86
4,63890.48
5,67012.47
6,102986.05
7,120930.96
8,123143.31
9,147723.23
10,145446.81
11,158623.09
12,180327.4
1,18479.53
2,26848.11
3,49302.15
4,62451.12
5,67013.55
