Ad_Impressions,App_Installs
70131,13401
67567,12110
60995,12401
18342,6064
41770,10608
43976,11090
3108,2810
84815,13743
89906,14223
30917,7970
67715,12611
18267,6161
3783,2768
85431,15351
26220,7786
76709,13513
27243,8311
44907,10919
29735,9176
88296,15789
59440,11840
87046,14656
73317,12536
20339,6534
13423,5655
23205,7244
16842,6069
89038,14431
52350,11864
79272,13358
95905,16230
63182,12016
33230,9882
35399,8714
36556,8917
34515,9390
53341,11530
30757,9166
53826,11120
29128,8347
30698,8739
4859,3754
42407,10524
58841,12524
42826,10986
9100,4708
37157,10376
95221,15351
31969,9005
6503,4213
51344,11358
46940,11201
33193,9285
76002,13043
36958,8776
49380,11275
64113,12225
90926,15312
19970,6243
21548,7295
33167,8743
30405,8963
13776,5285
8368,4842
83866,15013
91757,15373
34724,9471
69568,13666
63449,13009
12242,4602
77745,14480
15524,6997
65251,13063
77834,13260
96212,14891
73738,12461
86810,15254
23002,8232
76074,14013
34412,9670
5667,3608
3491,3219
74500,13629
79836,14259
6874,4261
68809,13454
56059,11384
26167,7473
18589,7536
27080,8763
83359,14756
61343,12420
39567,9444
3965,3379
24971,7445
38105,10278
75325,13094
96265,15513
21568,7666
72899,13709
9737,5414
32060,8486
7810,4720
55592,11629
34052,9299
97247,14659
59911,12766
31264,8341
59764,12382
27828,9016
20501,8264
56940,12317
46945,11113
50716,11693
67889,12784
31062,8814
33717,9612
28152,8283
1481,984
39735,10586
33152,9459
63982,12070
40329,9457
49981,11341
26753,9978
71524,13402
6433,3726
86564,13807
35281,9571
41512,10525
36912,9432
10365,5009
18786,6703
10310,4577
77176,13407
30630,7375
64604,12170
29865,8838
36254,9048
94623,15591
75666,12895
52657,11660
1948,1900
42787,10015
48192,11630
32093,7787
64074,12933
55030,12124
73914,13433
3478,2241
28413,8463
72715,13252
15357,6713
39546,10378
98352,15681
48102,10432
40946,10057
66479,12965
12007,5411
70614,13166
97540,15312
72530,12833
72761,13369
38193,9839
98974,15769
80058,14125
18340,5817
35121,8973
59296,12772
32637,9383
72536,13386
53637,11615
15872,5741
64112,12124
79753,13773
38344,9633
65575,12535
36809,9661
59029,12174
14885,6205
97806,14673
66856,14209
39727,10111
65870,12652
42037,10050
94387,15359
68405,12841
90652,14670
79250,14034
22768,7970
3945,3094
47478,10985
76144,14289
58659,12516
94834,16245
53925,10850
42108,9801
85032,14150
27515,7418
57665,11617
99803,16129
56496,12570
6967,4367
30234,9637
56769,11501
31332,9247
2927,3039
60721,12417
41494,10134
69849,13078
88442,15285
39039,10118
7924,4617
31317,9118
21221,7250
13587,6224
31086,8473
74443,13697
5187,3584
65355,12680
82678,14417
23114,7310
8563,5911
15875,6890
35270,9976
31265,9157
75270,14198
30515,9207
77112,13753
76139,13657
79649,13719
66226,13222
54433,10818
39631,10150
89278,14775
4917,2689
80829,14355
80999,14095
58640,12312
50257,10951
29003,7793
97304,15521
56326,11432
21843,6458
76283,14235
35120,9067
22863,7490
70203,12144
50788,11055
12555,5953
60712,11300
5394,3601
96458,15173
83250,14794
24419,7574
53930,11845
79127,14377
71597,13211
37424,9918
28249,8276
32315,9160
51514,10874
12225,5056
6005,3292
43391,10547
2346,3025
5955,4339
25550,7872
57768,11936
39600,10360
49478,11781
98379,14604
28037,8119
95194,15505
23039,7569
66957,12902
56194,12806
41022,9708
21385,7004
77981,13482
1236,966
43811,10134
99631,15305
54367,11511
87746,15246
92888,14898
49628,11556
20450,7615
26477,8087
19561,7240
56109,12260
81842,14125
82792,14281
66890,13115
75505,13968
76956,13842
62587,12885
12794,5564
47666,11190
65560,12994
47172,10545
64175,13351
71382,13828
99380,15238
92783,15565
64542,12543
77178,14276
22887,8107
96904,15839
55516,12371
83295,14715
87248,14561
68046,11991
97023,14996
48712,10735
62041,12697
26392,7485
54475,10976
12586,5388
27754,8165
6812,4165
81512,14898
65154,12497
66788,12834
74186,14045
19288,6474
78106,14540
49367,10601
57555,11768
46438,10403
76166,14568
81283,14300
36299,9422
76791,13249
65236,13343
47675,11315
47728,10576
71687,13391
72156,13619
6696,4248
64552,12454
25928,8802
51199,11196
1240,1659
87365,15261
60064,12615
74617,14108
33411,10080
6582,3718
39946,10063
18869,6463
33252,8850
54364,11257
84777,14515
40937,10518
92759,15047
31139,8896
86436,14253
7909,4073
9128,4088
78339,13817
3586,2913
45171,10600
95176,15044
11918,5614
57252,11857
72376,13027
34330,9315
58208,12096
79518,14028
23573,8223
52213,11613
70497,14591
75482,13515
12101,5534
37953,9161
62263,12227
16622,5498
99986,16051
91944,15632
89468,14816
2272,1553
27137,9307
63378,12367
89380,14707
74765,14053
70222,12760
37259,9289
21938,7745
87833,15465
76213,13673
26099,7363
83205,14889
68534,11915
19085,7152
68052,12374
56033,11652
92864,15390
43198,9904
82965,14173
34993,9132
31270,8782
92616,15300
24580,7838
46494,10794
56542,12425
48808,11766
12731,5875
81455,14412
91727,14377
70211,12055
76358,13643
80999,14998
34469,9157
27190,8601
43111,10280
10035,5087
54026,11302
42011,10626
39212,9913
47068,10456
74472,12853
1226,2133
63700,12806
79402,14192
45100,10182
32884,9447
8236,4179
89359,15400
44460,10075
9429,4235
19661,7001
62233,12805
62049,12849
57558,12092
92661,15796
86519,14842
27688,8366
74993,12524
72536,12945
47737,11454
58807,11654
40272,9892
86982,14545
24227,7264
68343,12760
68775,13088
85411,14026
6972,3997
84002,14139
35648,9491
95653,15907
1259,2461
25229,7985
45439,10153
7760,5112
89387,15144
99723,15507
81753,14130
45523,10334
96262,15875
62400,12980
87669,14971
6283,4510
66983,12909
41179,11321
26322,8048
86035,13699
7901,4901
36652,9371
5299,4177
8550,4770
79531,13759
55045,11682
5764,3065
72289,13062
69053,13302
22312,7849
71240,13741
49678,10833
96714,16084
43393,10428
29424,8871
3503,3496
96145,15627
57369,11515
16533,7019
99242,15969
8577,4839
92918,14643
33254,9715
56867,12137
56297,11187
13381,5676
67475,12949
12940,5715
87746,14709
74717,13674
79408,14567
34909,9308
56516,11609
90904,15150
37152,10186
71399,13732
12155,4354
90790,14415
51797,10480
28519,8658
29920,9194
56993,11909
73866,13652
55066,11243
22891,8115
80372,13790
60844,12881
52876,11195
16026,7141
42406,9591
60449,11768
35575,10018
54274,12224
74746,13535
43393,9736
45223,9384
89098,15623
74794,13883
36548,9638
87100,14410
64839,12539
52925,11935
95403,14882
28215,8825
73128,13845
8905,5513
1055,1892
93618,15736
18538,6097
95317,15319
56012,11784
16183,6549
21891,7455
59012,12648
20247,7184
64205,12234
21171,6767
92419,15958
7468,4464
31909,8995
99251,15882
86558,14810
50333,11065
49448,11421
75611,14256
27550,8724
67459,12965
72698,12955
29830,7989
88936,15392
46615,10553
43699,10527
2722,2172
68519,13187
84997,15135
36244,10168
50705,10564
18968,7239
23237,7176
64330,13561
30246,9667
43623,10634
70092,13287
18256,6661
12428,6316
16408,6484
96364,15669
17708,6538
21796,7404
13191,6007
99705,16005
92448,15652
18886,6990
4521,3289
59018,12308
96322,15633
39939,9636
73523,12503
38249,9294
10491,4497
35032,9803
80681,13735
64921,13454
25143,7555
98257,15975
94583,16333
84975,14876
40084,10976
96380,15050
72798,14088
60435,11939
70179,13739
42546,10285
65523,12919
89705,14964
34107,9080
5134,3646
32214,9192
92227,14434
10766,5048
53806,11925
36407,9619
2932,3191
69508,12445
9813,5109
61949,12827
50071,11047
92685,15030
15435,6886
5033,2087
79007,13807
26571,7868
68661,13412
5492,4213
37849,10263
44087,10189
78293,14120
49531,10866
14585,6559
98031,15793
86654,14686
87389,14877
56404,12340
59710,12380
54400,11514
20816,7116
30826,9145
4153,2710
54660,12166
25946,7086
63453,12631
75903,13443
40772,11521
10717,4014
17203,6396
92660,14876
72053,13840
47617,11537
48286,10937
90525,13715
56163,12805
69359,13667
65859,13738
4685,3347
2670,2752
7493,4062
50469,10158
2002,2032
92320,14743
66277,12826
61268,11583
60346,12602
6429,4181
8877,3647
74642,12442
40785,9672
70483,13683
18445,7858
37625,9183
8646,4369
1580,1352
16675,6349
85677,14536
58042,12535
20107,6352
5941,4350
2097,2671
96919,15276
77391,13527
89475,14833
41882,9853
15375,6024
11249,4387
78182,13818
90492,14837
97642,15700
74867,14313
54017,11528
79106,13572
5873,2966
33549,9440
32308,9102
90775,15014
70786,13383
56668,12321
95783,15629
48592,11177
90006,15715
23791,7739
31934,8594
15695,6917
80423,13896
35933,8868
8991,4948
17513,6940
88640,14489
38927,10286
85747,14636
81555,14045
57868,12044
37559,9383
97267,15587
17523,7455
84014,14326
98608,15516
52673,11046
48311,10767
26872,7565
85910,14425
96061,15142
27340,8143
55118,11219
98985,16969
18958,6480
39994,9798
22613,7649
54014,11819
3434,3298
97891,15513
54589,11257
18960,7625
23855,7281
82903,14289
69347,13194
45508,10976
20703,7412
1495,1642
28966,8612
79562,13327
97123,16682
47492,10494
4685,3873
23161,7122
3651,3341
5057,3047
25364,8410
80205,15112
47260,10906
29365,8851
79309,14568
65229,12481
14803,6557
18268,6531
96453,16610
82589,13763
57794,12101
17397,6083
39025,10473
21000,8492
32095,9099
39840,10945
14737,6485
52963,12344
45864,11118
18682,7714
40791,10906
63482,12355
76559,13605
20844,7118
69504,12874
39643,10234
18056,7454
60191,12530
36576,9407
19678,7135
17819,5696
88710,14327
93943,15174
45199,10889
83520,14327
26796,8287
83584,14339
65137,12564
4323,2716
36826,9817
40784,9871
96819,15627
82530,14049
47541,11197
30145,8737
57441,12119
62958,12164
36330,9121
86825,14890
52999,10800
5646,4191
43475,10370
10546,4647
81804,13551
42848,10855
81611,13159
57686,12244
61668,12486
89913,15311
20641,6641
32758,8714
80446,14344
58037,12072
22306,7906
24645,7827
19685,7714
69850,13284
67807,13832
78025,14827
19008,7769
43541,10065
45886,11320
98465,15679
43314,10398
58285,12482
74779,13496
28594,7622
26132,8095
95334,16384
83163,14245
45155,10587
65459,12990
66759,12736
11738,5317
82547,14429
63032,12346
67612,13656
53026,12572
47834,11166
6786,3875
90773,15319
72709,12912
42160,9575
95401,15402
9472,5497
61331,13087
31613,9087
89912,15344
22182,7563
95939,15438
90315,14425
63002,13146
87302,14562
56051,12250
79611,14090
34072,8751
72756,13073
23637,7398
49075,11132
41932,10830
15944,6668
99377,15365
31156,8168
75876,14109
56163,12818
86095,15150
94171,16361
43353,10161
32220,8974
59499,12861
92914,14423
7203,4435
76075,13949
12486,6286
43590,9955
89635,14857
13092,5381
85804,14592
68626,12485
57663,12271
99114,15825
45458,10523
67339,13116
16587,6660
86386,15439
34156,9192
79017,14721
99533,15368
24093,7450
69623,13994
69389,13780
97975,14803
58930,11043
41136,10895
83583,14390
46154,10427
1485,2056
95487,15158
8539,4623
23821,7571
84805,14374
83409,13477
68746,12594
53756,12146
23389,8031
23160,7715
27099,8632
23298,7669
54368,10804
8500,4054
14634,6294
79900,13262
77733,13539
85885,14296
14345,6116
86460,14601
44961,10695
62373,12726
34292,9438
90215,15449
15502,6309
77138,13391
67774,12392
2694,2796
85711,14584
31345,8844
98851,15389
72616,13439
7401,3541
88681,14186
79616,15573
90693,13978
51302,10803
4667,2828
67768,12428
57951,11802
16899,5841
61485,12746
70120,13279
4031,3399
92497,15330
22773,7192
74719,13272
67586,13656
26581,8208
61620,12472
44597,10608
12391,5609
54269,10922
82796,14574
24780,9152
38488,9844
45206,11497
51265,11393
98364,15833
20395,7302
40585,9103
73914,12838
72020,13329
17609,7500
64176,12435
7221,4509
8416,4120
75857,14245
96524,14798
59811,12769
19107,6891
17442,6510
55098,12082
94821,16071
60175,11485
40595,10418
33957,8386
95320,15102
43057,9115
3723,2916
4772,3554
76855,14341
58614,12264
76345,13842
87533,15258
3542,3649
86545,15234
78246,15028
25175,7666
32703,9681
30782,8039
42564,9693
43734,10450
61762,12187
47370,11235
80353,14402
83458,15233
15753,6547
73004,13745
48434,10436
72287,13316
23994,8209
38608,11293
32621,8610
86608,15303
13965,5917
99277,15814
19203,6519
53693,11347
27438,8237
52840,11935
57495,12743
81076,13996
44472,10268
38736,10217
56120,11721
43579,10973
32632,9351
4226,2955
6082,4361
67859,13274
46544,10674
86920,14973
36594,9070
42351,10087
34506,9682
96423,15391
25889,8270
70179,12518
85964,14629
40719,10211
88803,14589
35690,9502
56710,12019
6183,3419
47696,9502
5069,3106
26927,7152
91113,15455
24170,8340
18838,6276
24935,7364
79174,13882
5282,3300
22513,7126
4055,2323
36737,9556
40286,9575
4841,2691
67829,12777
40937,10183
53029,11401
65570,13055
61945,13414
6512,4010
55623,12494
88034,14126
19058,5242
36773,9164
49020,10866
66120,12256
29256,8860
24953,7588
40319,9952
54131,11614
10678,5774
61543,12096
31420,8616
58583,12716
17134,7280
73825,14318
68345,13779
7229,3084
29383,8079
91174,16123
87308,15057
68014,13921
77082,14332
85172,14853
76452,14103
76171,13723
31876,8947
39186,9335
96615,15266
49916,10953
88617,15071
15443,6577
34180,9716
66740,13870
31865,9398
94443,15761
89311,14278
46934,10027
92341,15375
70870,13159
21989,7488
30231,8146
89839,14991
92666,14973
8038,4714
72984,13809
75127,13865
16076,5777
10781,5123
85488,15465
34449,9027
94097,15001
85661,15021
97501,15333
7340,3834
19310,6604
12825,6147
1193,1631
19370,7364
34937,9937
62574,12291
32213,8894
21469,7209
69023,12738
2157,2824
30345,8499
5067,3040
10258,5918
24272,7676
20860,7191
4953,3231
77374,13333
27619,7563
12392,5998
39074,9601
32138,7908
82212,13928
72477,13318
77713,13567
85485,14867
72349,13238
32099,9387
6035,4317
73378,13042
15863,5933
69216,13682
49699,11289
90500,15390
95054,15765
65105,12418
39631,11202
54308,12145
76872,13651
37701,10226
1525,1895
40838,10165
74689,13355
29342,8121
29163,8926
67467,12638
13364,5392
41756,10058
72652,12938
34406,9300
66721,12656
93731,15807
32491,9527
80241,14156
63953,12227
63827,12530
46287,10573
56067,12630
13993,5748
47682,11032
36804,9915
74477,14371
59902,12061
20915,6497
74064,13669
7087,4776
17841,6870
54584,11407
35880,9302
24106,7334
94052,15220
17027,6089
76241,14001
83403,14690
58084,12093
49175,11526
67233,13578
73024,14232
17737,6723
85930,14385
79875,13034
58846,11901
69892,12581
58190,12075
74652,14067
56955,12304
92660,15633
65583,12060
90272,14286
78161,14621
79660,13100
3628,3361
11849,5348
42520,10143
54373,11757
18249,7659
29938,8254
12910,5480
58999,12707
18937,6442
40109,10438
34009,9198
49116,9960
91747,15202
10152,5083
89790,15090
15437,6558
81775,14595
50099,11194
71724,13963
36126,9317
92628,15363
80992,13793
75737,12730
23804,7323
17574,6678
25746,7220
73100,13073
37684,10568
69797,13067
7354,4515
17058,6097
69565,12500
90517,14535
64810,13260
35248,9241
76493,13890
6487,3672
41342,10538
39256,10610
84721,15677
86949,15069
93036,14767
62813,11593
61872,13097
79641,13186
1893,2139
90203,15525
38236,10618
61198,11920
78070,14050
7815,4359
47399,10522
39451,10553
4351,3583
92107,14579
18319,6668
99232,15561
85136,14806
87129,15712
31297,9013
18508,6662
57104,11900
5630,3953
79354,13219
90261,15578
75890,13858
15386,6140
65558,12598
20473,7120
82897,13919
90511,14228
92086,15439
6053,3517
77199,14005
2714,2506
46003,11370
42871,10590
15254,6727
94572,15757
18771,7731
90176,14232
81247,14985
33906,8812
9457,4317
63586,11983
58956,11934
35439,9625
67940,13724
22986,6627
20612,7330
35720,8958
51989,10773
37374,9389
86425,14746
95071,15087
35394,8789
40940,9910
47324,11167
59696,12416
4948,3261
12392,5475
8869,4323
51603,11471
44996,11039
21676,6966
41015,9873
31541,9162
86799,15995
92455,15545
93488,15198
84058,13975
79239,14606
94408,14954
14574,5933
79758,13927
70774,13257
93641,14825
12511,6069
26995,8434
86217,14529
17343,6464
15134,5981
85404,14672
85948,14268
82338,13824
91224,14988
27664,8637
88679,15657
34499,9378
5482,4108
58511,12502
56178,12012
44219,10744
42029,10054
22307,7102
5853,3347
53394,11459
74062,13740
30736,8591
31871,8903
5408,2934
59870,13367
38485,10610
39109,9803
5970,4008
10001,5831
80232,14559
28865,8209
58427,12342
59832,11542
49847,11300
3527,3116
87779,13880
48770,11555
56957,12153
40408,9888
76775,13720
19862,7469
57788,11725
8844,4388
16081,5969
20369,7530
55808,12130
58602,11533
15850,6371
49760,11299
68267,13656
81373,14059
46356,10502
62161,12728
57954,11771
90211,15350
37900,9850
80393,13311
58336,11950
61859,12541
46001,11078
63680,12366
63792,12218
4838,3051
97349,15696
5574,3748
32772,8704
60163,12487
26343,8218
72815,13201
58126,11765
63506,13467
60428,11216
74242,12859
11420,5239
41776,10712
32308,8553
53926,11900
17936,5815
3195,2698
16247,6523
79025,14486
62592,12809
57386,11036
80822,14220
99944,15448
83160,14365
44319,10369
30311,9051
29942,8637
93919,15445
83506,14479
5288,2527
13370,5800
71921,13389
37679,9949
69051,13371
99168,14844
43696,9908
14062,5969
97753,15904
20257,6959
68467,13338
80590,15173
78032,14218
27815,9035
2113,2162
54415,11974
10417,5615
66496,13415
42565,9297
94546,15086
35175,9807
86225,13954
92058,14760
82341,14637
49491,10754
53067,10942
88155,15531
57308,11721
99178,15189
28281,7858
64517,13327
11552,5538
19962,7724
86195,14553
30571,8788
27647,7863
41006,10585
89047,14404
44600,11477
88342,14303
11726,4744
89433,15126
5375,3286
93242,15014
15233,6696
95541,16203
59091,12196
43078,10227
82170,14165
51077,11515
81438,13105
66518,12848
97921,15111
92207,15315
69181,13045
92745,15275
85161,14680
91700,15347
20071,6685
85576,15216
55426,11838
97860,15739
25376,7941
69979,12940
26050,8360
32782,9167
54391,12692
31442,8495
28612,9159
99850,15791
34709,9279
66743,12480
97910,15834
12802,5568
6088,4142
49728,10688
25139,8034
36081,9509
53137,11303
82419,14409
42966,10361
95164,15698
91339,15550
14126,6193
23731,7782
14843,5572
99910,15467
22893,8009
15572,6452
58603,11910
41413,10617
10503,4799
1706,1638
83351,14937
2663,3254
2210,2102
48682,11395
59743,12656
92954,15313
46224,10652
90948,14777
90324,15103
70644,13162
52628,12001
25558,8539
39451,9907
73010,13774
15471,6425
31571,9666
73860,13590
81265,14453
11798,5364
45198,10946
49966,10945
51887,10801
88653,15884
75073,13363
12137,4915
31179,9050
44519,10577
13426,5256
6527,4117
93118,14964
25452,7354
35815,9698
80895,14274
71736,13709
70291,12853
22312,7895
28639,7978
29299,8581
52429,11224
86940,14310
89299,15241
93239,15525
70155,13129
84970,14476
72463,13480
90978,15123
4140,2774
71431,13233
30456,8293
99119,16028
96426,14380
62664,12457
52638,11804
2079,2375
77079,13535
96784,14262
39786,10144
70655,13762
22610,7452
32385,9420
32946,9184
94466,15358
94476,15601
20274,7127
8933,5354
17187,6875
86701,14750
88792,15803
3754,2799
57227,12207
19915,7325
22710,8051
80857,14398
75144,13598
91656,15117
76780,14096
3162,3906
70634,12542
24530,8327
56070,12371
87171,15180
27164,8273
17060,6319
9263,4575
53895,12086
28190,8834
59894,11452
22582,7099
96261,15451
56015,11584
13223,6086
86284,14433
49487,12528
91872,14929
55570,11354
32669,9559
5998,3750
77504,14369
74773,14334
51126,11841
86705,14507
43905,9710
35708,10273
44579,9896
49828,12180
74737,13604
31666,8765
8598,4379
41019,10165
73801,13263
11918,5682
61051,12316
86233,14140
15540,5758
94782,15246
96117,14406
65411,11999
73809,14211
45647,11289
83435,14911
79049,14396
32727,9282
49161,11319
76131,13469
69562,13709
1409,1406
7538,5607
95365,15187
38777,9375
16773,8118
79353,13552
43169,10789
47657,11090
46076,11060
93026,15829
37624,10100
49801,10393
71379,13530
57142,12108
15459,6604
26126,8079
95884,15068
47675,10471
41208,10092
87808,14213
67421,12705
50946,11047
80671,14072
5254,4813
63023,12074
99584,14410
13360,5950
77329,13492
20243,7686
92882,15157
94184,15392
88651,14218
50007,11212
23769,8349
78167,14421
38101,9851
60318,11666
4853,3730
99104,15933
62993,13193
96535,15686
21717,7656
95105,15233
55797,11528
30607,8986
61204,12499
53003,11648
80874,14288
28833,7459
38843,10153
55649,12134
15405,5908
11516,5708
78706,13946
17986,6766
89502,14615
5493,3693
81302,13459
60729,12175
96813,16475
12563,5686
16423,6247
10075,4841
37095,9290
14430,6070
67379,12482
25753,8407
88477,15301
12114,5849
16935,6995
20146,7569
53451,11722
39222,10574
65727,13060
60958,12053
34056,9196
21955,7855
70891,13548
8119,4242
31859,8950
58645,11725
62268,12886
65409,13457
56240,11071
14971,6325
66393,12349
66065,12157
74796,14326
90075,15570
81010,14339
18604,6568
19127,6774
66419,12580
64588,13699
36041,10467
93285,15683
94503,15408
66685,12296
22518,7399
21066,7268
10283,4731
66143,13544
87473,15721
94098,15262
41160,10660
79155,14219
37090,9257
43318,10991
76874,14654
63127,12845
16830,6271
65927,13251
50903,11162
17856,7132
69292,13906
63905,12322
52624,11770
91317,14972
88838,15493
81303,14284
27153,9004
47605,12157
14629,5655
58148,12226
95168,16034
22803,7461
63683,12947
43928,10296
82360,13578
65763,13198
17155,6931
17632,6249
55021,11558
63569,12526
4511,3713
22988,8083
4385,3576
72658,12935
62916,12397
20547,7076
1082,1512
78933,14538
69606,13850
96244,16002
36868,10308
84240,14552
31785,8671
49921,10599
34920,9198
54467,11268
24204,8703
22985,8015
41045,9674
97432,15522
81571,14003
18519,6492
44356,10347
80835,14056
43465,10216
57571,12026
34397,9129
14792,6661
85517,14640
8969,4736
43948,10267
26730,8116
76932,13233
55558,11658
91972,15779
30598,8396
77631,14098
70620,13899
74064,13748
18558,6648
54423,11988
84636,14533
78488,14449
87689,14966
51775,10580
9344,4563
44261,10641
7529,4869
50832,11672
92645,15679
28577,8372
27987,8046
33972,8929
81783,13949
73281,14632
78193,14899
90869,14476
92031,15374
24398,7749
29246,8403
93679,15615
23692,7451
88038,14601
68382,13328
78257,14661
8011,5504
98414,15956
17818,6248
61371,12758
23009,7399
8662,4665
77247,14687
38669,10543
76208,14262
37317,10500
59676,11055
1675,1710
98936,16062
71333,13345
92891,15818
47735,10341
97317,16211
98898,15999
97006,15648
62146,11657
61402,13511
71022,12747
30023,7983
2874,3006
83969,15059
99240,15705
5735,3374
30290,8482
83090,14634
16182,6080
55709,12429
75818,13374
98536,14910
7060,4999
27291,7923
36134,9760
1160,1980
9766,4620
1170,2026
20607,6969
24626,7503
66988,12919
80999,15109
2150,2477
90711,15524
31431,8905
29989,8399
20682,7366
62939,12477
88634,14667
9636,5292
76712,14068
35446,9103
65338,13228
19307,6944
7360,4712
86037,14336
20683,6759
18287,6532
76888,13878
86017,14570
87883,15461
9209,4400
46083,9745
30408,8715
71371,13610
15532,6056
87371,14890
18330,6381
54787,11240
67384,13264
12853,5976
23712,7991
8452,4874
5223,3822
41526,10117
27562,8650
41322,9751
15610,6870
22302,7916
74187,12877
58854,12539
61911,12850
81665,15492
37646,9182
19063,6241
49220,11603
56335,12091
4692,2752
24110,8781
63845,12456
13296,5563
81742,14686
50910,12413
83425,14201
35493,9719
10060,4520
1326,1800
35504,10294
20329,7872
97567,15396
31006,9259
14210,6048
24263,7749
23035,6699
1312,1600
78046,13448
4284,3427
34449,8876
26002,6942
98791,15889
94324,15649
28159,8020
71853,12245
21313,7143
23139,7182
92935,14534
91305,15021
98412,15493
98797,15325
21563,7499
99704,15843
8350,4364
7688,4486
5936,3810
49965,10711
85104,14627
14191,6257
85598,14518
2816,3893
69952,13209
29276,8773
65392,12890
99618,16096
81200,14543
83627,14163
11702,5534
15281,6033
91126,14809
34296,9167
60429,12191
3404,3573
20602,6766
20132,7217
83580,14573
32925,8946
32230,9548
28701,8734
19662,6207
36968,10356
33215,10303
5113,4572
66488,13129
74119,13065
15300,6267
76457,13181
86055,15178
36048,9775
59946,13351
84974,14995
51837,10973
97933,16328
97354,15569
7467,4251
72146,13589
58450,11855
19964,6780
82580,15588
9617,5521
28822,8808
52524,11494
14088,5225
62243,12987
40811,9848
81452,14156
69972,13678
63530,11820
20451,7089
25246,8047
20525,7528
41522,9967
20416,6380
24047,7857
43331,9973
64987,13019
96680,16098
65948,12936
34907,8726
81921,14429
95815,15584
41942,9873
21631,8022
10322,5185
74262,13728
34815,9346
53270,12416
52102,12190
28961,8349
82072,14795
91425,15102
28314,8771
69622,12845
97924,15552
38705,9040
24280,7787
99508,15340
22953,6911
71477,13424
93916,14786
6288,3638
13623,6802
59581,11714
25349,7808
16862,5974
40271,10737
46575,10901
60491,12865
33782,9405
49073,11185
28965,8795
66329,11987
85209,14023
98503,15937
59447,12347
43830,9919
5710,3828
68563,12959
47848,11442
93546,15420
90872,15258
35812,9097
89502,14794
40037,9586
19827,7050
76632,13839
3658,3373
45801,11313
56586,11863
92850,14118
98977,16408
1402,2201
69682,12774
26589,10254
32387,9040
8307,4244
77228,13679
53134,12024
68318,12769
63873,11899
57534,12625
25779,8017
9001,4493
33966,9667
10099,5089
88498,14715
88063,14713
62424,12678
59571,12769
85927,14878
93204,16155
79561,13423
40621,9619
47463,9996
81246,14036
42859,11191
83023,14725
45089,11022
86929,14905
41850,9894
35132,10115
95945,15216
53184,11445
77924,14914
95678,15742
45502,11104
17378,6361
52729,10792
82794,13718
23823,7406
36361,9394
55981,11826
78356,14109
43817,10523
19894,7386
54088,11767
37650,10201
93029,15468
55785,11881
20975,6907
88171,15119
12968,5057
10471,5742
37477,10187
7720,4265
98919,15527
22998,8061
37380,9638
43027,10821
54976,12253
75897,13397
81331,13512
5746,3739
38820,10297
36462,9522
42402,10808
48028,10392
66828,12008
11218,5333
60836,11814
68490,12855
75228,13626
31880,9453
88240,15235
52088,11190
45859,11282
38102,10823
12714,5647
55247,12388
76920,14920
65514,13166
52154,11277
1173,1984
13961,5451
10058,4687
35293,9196
71923,13428
49027,11216
85390,14130
36521,10398
33934,9159
81496,14057
5005,4338
62656,12939
13890,6099
2335,2622
97122,15625
24329,7802
90343,15140
83331,14847
95698,15124
98769,15972
7205,3937
50709,11996
28720,8325
62383,12282
96733,14635
73499,13322
67406,13471
74601,14409
96223,14580
41528,9629
7885,4695
16651,6254
21429,8522
44158,10808
53992,12193
27944,8932
53034,11514
43983,10114
65860,14024
48519,10731
73054,13221
16598,6589
51350,11169
28310,7947
98837,15828
92764,15347
21128,7366
20706,6487
62950,11862
7057,4175
29453,9185
21641,7850
77976,13977
49539,10552
35183,9862
50072,12161
9904,5398
79724,14991
87580,15205
48394,11812
33750,9380
56820,11207
55936,11914
65510,13079
1618,1448
71134,12215
25074,7984
28986,8641
46578,10809
76037,14511
29736,9109
4906,4117
76370,14350
25728,7858
57728,11880
33050,8737
74973,14072
70649,12429
24595,7708
69897,13105
67189,12774
71699,13424
38086,9345
80233,14733
60957,12841
34567,9726
4364,3729
7177,5496
9669,5013
51848,11368
52351,12460
57224,11793
41217,9862
98020,16039
93968,15393
25931,9053
38928,10057
73709,13411
78200,14439
57151,11362
59820,11989
87015,15191
84287,14011
25565,7828
56641,12389
82243,14954
45179,11061
74564,12409
54089,11827
72928,14131
79130,15079
15235,5600
82079,13696
1217,1897
14422,5327
83591,14365
17532,6870
39972,10490
18611,7083
6538,4538
14428,6471
74016,13735
88442,15043
17657,7468
51487,11719
79609,14516
80295,14283
48531,10361
10020,4905
89622,15134
91800,15776
44983,11438
81747,14173
69729,13772
40098,9556
28959,8674
2618,3066
8856,5720
21979,6914
92528,14686
11167,6164
39732,10804
34994,9463
48588,11272
12549,5410
32206,8899
89365,14097
63344,12598
26878,8267
76351,14852
21063,8008
33880,9479
21965,6941
54251,11405
66579,12793
17552,7141
71957,12587
92418,15101
55989,11806
31545,8144
59362,12659
75108,12555
67664,12898
39105,9869
27654,9032
94043,15682
23312,6727
49175,10630
33745,8422
35578,9379
6574,3672
38007,9641
12671,5076
70829,12947
75575,14120
48864,11430
14411,5518
48270,9790
23926,8290
53455,11539
8409,4268
93931,14748
77621,13774
77159,13813
79971,14487
39293,11039
70185,12936
92379,15846
81241,13988
28311,8182
70814,12365
44758,9745
71995,12461
16449,7035
7726,4671
67101,13749
