ad budget,units sold
10500,5853
15992,6827
11133,11217
7405,3191
31269,28694
17874,16046
32457,21854
18085,8932
36702,21003
15347,18586
14502,14748
47479,35518
14848,15516
23421,12111
15426,7092
5695,0
49971,41636
16860,9860
47865,29568
48404,39271
26710,24806
26411,20313
9843,14713
32152,30538
16573,19970
39334,36170
31737,26805
39767,24350
29256,21328
37634,27033
42705,28833
3002,0
17623,5312
42815,39556
49693,33401
23251,23480
13707,18926
25117,15497
23743,15667
11790,12423
49069,36636
33620,22097
16596,15923
31339,20627
35121,40923
43995,38566
49596,43693
42446,33418
46678,48520
21698,12903
40632,37070
15716,4544
31806,39207
18868,20014
48918,33495
32130,28858
7125,12076
42972,29013
36115,26130
48511,32848
37476,32854
30046,25130
23760,19196
11114,4058
1637,68
39634,27413
24177,22250
36776,23104
24600,14886
17251,18693
27809,19608
24756,30370
39368,32671
12649,0
12366,1947
12880,6762
18783,19483
23226,22428
42209,30865
6320,12450
9727,9754
12724,8264
40211,39207
20933,11902
14394,14846
40720,36519
42417,37644
20122,15164
37137,34935
32437,36999
21519,16283
8983,7591
45656,42076
6635,3714
37837,28512
40019,25055
45347,25933
20622,9689
39505,36780
10439,2185
28909,26046
36341,37985
33893,28066
43189,29257
12403,9129
35074,30338
35869,31005
48449,39462
33903,30912
27953,28360
8311,3770
33025,34848
21615,19270
34580,14312
27320,20729
43898,34077
24952,26442
18254,11116
16227,13877
14760,3293
9826,2879
14939,16733
34436,20221
18677,20737
9460,14408
9673,15187
28866,32365
37158,34377
10453,10915
16904,17241
16396,13545
29370,21254
22933,22967
31349,27774
5334,9549
32460,24716
28268,21891
23068,19723
29247,22638
24134,36358
17285,25435
36003,28828
22367,17108
25136,22785
38787,28453
25425,17662
30465,24629
19961,13741
34443,28657
19823,18079
10873,0
6587,0
39713,26684
26852,23160
38535,26204
8004,20264
41496,38565
28823,34808
40377,37703
8131,0
18696,7963
26649,18251
5099,0
32571,32544
31580,24313
49627,40932
29664,31991
16582,24826
27469,20347
23402,10534
25236,13059
26110,27784
24430,21138
45407,30985
38948,35406
18763,8553
49960,29334
18029,2377
39180,22668
5652,11465
7834,5052
38219,30372
23487,19911
8084,404
46630,34426
15692,10253
3655,0
41201,30046
35082,27336
48670,37449
6272,7617
1218,0
31892,34783
38471,24580
49762,36628
22515,20376
35307,31951
14145,4079
18986,14572
20088,20868
6064,0
47556,37518
23196,9635
12603,5205
3488,3304
26192,19650
29897,17074
19802,23170
17411,11927
30666,27832
41975,42591
13770,6957
8977,10875
38429,33234
33031,18088
5549,11683
21337,17675
28365,19495
21645,7598
48797,31392
25507,19754
5973,0
9436,11345
11086,6595
18740,5624
26518,17237
20851,10303
40732,25241
15842,0
30954,25360
2745,0
13697,22217
27933,28302
4879,13692
21161,21222
19499,12091
23641,20857
36035,27011
19651,17765
10688,13898
48833,42651
11988,9640
24470,19971
38249,31917
24849,26514
34697,24820
8773,5466
37092,26629
30076,24885
5587,8290
34124,29097
16787,13084
21448,23595
6499,434
4841,0
45890,38641
26402,20880
47177,36739
24055,11327
40827,33853
1665,12102
33271,18628
24237,18447
43988,35643
29267,20750
11774,10406
1553,0
14860,12810
25903,19193
8045,3209
10380,7842
33917,30021
33261,17264
14343,15638
3853,0
11128,12613
46348,33060
49022,43498
3736,2695
34724,22203
12440,7319
6180,12106
31284,25338
42375,31152
12646,16960
20029,21154
21158,11885
15342,11047
38781,20450
1084,6099
2935,2372
31466,29194
43376,23108
10262,6524
12604,11089
43481,22075
24133,23245
29667,21793
36241,18464
34503,24515
3838,5810
36330,23585
14440,11278
37674,27540
35040,16067
38604,34626
35630,33350
37994,37288
27339,21925
31384,28015
46378,27418
42782,35666
33643,25007
17926,13879
39977,25278
24652,26458
11270,0
18268,16246
37417,24429
47894,51027
49841,44045
21317,16883
37434,23780
47125,43040
16448,0
10913,11035
9566,10715
33444,29466
16605,18311
1557,0
43240,37888
45383,32286
7040,650
47652,31928
34896,26405
22804,24911
10292,18524
27110,20065
6349,1209
31374,33076
20009,18608
46087,37044
43591,28238
1057,9436
9503,8165
29293,23435
43961,38419
20121,16228
6493,14042
37645,36187
3282,0
24170,19857
45143,32602
2431,13281
46294,32698
35543,27720
21591,19456
12351,12915
33483,30834
32195,30562
48407,42883
38153,27925
23735,15710
16203,13192
4974,669
39673,27792
38233,28055
20686,29162
40713,41833
44826,34426
13636,0
36070,25314
30123,29379
32812,16856
29760,27431
5966,8011
47215,37876
19426,15315
15162,6702
17058,17827
42482,35845
44667,32850
3998,0
1909,0
46497,39427
35648,27305
13497,9661
19944,6588
8527,251
39464,24348
4072,7870
13018,11445
30652,22824
5476,11014
44835,41653
31232,31618
28482,21333
38257,22119
21875,27739
17219,16920
31448,28428
15367,16349
26120,37477
7855,5681
4097,11896
45585,31352
20889,21603
2084,12368
34320,27174
22944,6842
34921,31339
22857,16984
19070,20322
25475,17582
23219,32901
42457,34604
32489,30738
24178,13344
14483,4536
48802,31260
45927,29001
34573,31729
34688,24132
46930,29924
32529,21843
35211,32391
40816,36725
47475,43961
34978,26293
30677,36524
17004,20095
11272,1973
7212,10642
22071,17771
44108,34296
10700,8619
30980,20788
18297,20692
42349,30410
29625,20339
29831,28426
30367,37316
46813,34469
36338,21591
21121,23736
36547,30408
25914,23745
45396,36523
18178,18104
2722,4361
14885,8767
1102,5105
28435,25749
14262,9182
8453,5724
43407,30010
46174,39711
13224,13416
7172,5505
12252,2969
18918,2999
8197,5169
32591,27492
14677,15610
12039,16428
28785,20885
5570,0
7706,3083
12655,23224
34202,37227
48907,41694
10449,5770
25630,19956
10122,18386
47371,39157
11991,7310
25887,28667
14859,201
24640,13685
49339,34641
26532,27235
40229,28819
39764,21173
38620,26743
3512,0
16446,12752
22912,19099
35031,33831
36515,27340
16416,9636
8280,6904
11974,11035
44746,32189
44775,25602
37531,27085
13227,15426
14031,10752
44283,42890
34000,30215
46312,33882
3028,11237
31433,19932
19313,5399
49790,41896
10650,3817
27224,21439
31364,18659
19361,15516
3413,5639
41794,37231
32070,18826
39186,23224
23409,21112
30854,22406
32206,22424
30655,23818
10952,7739
37365,32136
18762,17935
1620,7199
34697,26208
16455,19139
23210,22093
48673,44177
1974,0
13679,10325
28429,34115
19073,7031
5671,15286
31365,35576
47367,42285
46578,29182
9917,6634
42121,38452
8784,0
47993,42452
34426,28189
36665,25918
13291,3918
19926,24695
27154,26384
26650,20330
47340,38081
4205,1757
37812,19403
31294,32766
37201,31074
40479,38109
8384,3982
18261,15162
4059,5167
32734,32374
24391,30271
16915,11439
41281,30939
47633,36632
35442,24776
43568,50733
26793,11345
47746,54315
32989,30223
26305,20549
17767,9188
39652,31479
19196,11974
19708,24049
14383,15293
6248,15024
37197,28015
27440,22800
22230,17200
30654,22280
17611,7915
23457,23082
11256,11051
41971,33293
41533,36244
35290,25759
34459,27658
29281,28597
2739,8183
2525,11189
17453,7305
7251,25
44208,28455
20507,12516
14860,9877
22108,20309
28906,30112
8649,4556
35055,31488
14193,19022
32022,22886
32656,24437
42535,34425
16913,3477
16629,16371
31692,18125
5954,9501
34512,25024
11719,6313
28649,17047
13402,13968
38344,33882
10216,5442
32050,36426
31272,25223
6050,4756
47716,38529
3438,0
44150,29357
48431,36504
47837,42074
42587,22962
17760,5211
13078,6817
17473,3214
44815,27352
10257,13062
23450,16130
26634,16232
47573,38898
29648,24408
28176,29528
49980,29307
11296,3478
22959,14785
15570,14803
36423,46490
15727,16100
18899,13524
36785,22148
47910,30297
41111,38308
13339,5903
35341,26148
6597,15221
28112,12202
37694,31778
11244,3573
4796,13654
42591,28441
11053,12856
29528,12773
19648,25038
19431,21063
1535,0
49469,41933
41652,39066
45493,37311
7881,3974
46785,36839
20481,17045
43235,34926
36841,32080
49731,33657
2025,0
31869,23154
35819,31481
31192,15785
4621,4620
31566,29938
21947,17848
15405,12775
5403,2507
37091,30046
23525,16173
6017,3815
40203,29512
49260,38332
46938,35645
20729,9496
29430,14510
39584,32143
38372,34321
37192,39079
15628,19088
45629,41928
13501,12176
31131,25620
24566,14918
24824,14446
3812,4193
33812,22040
28326,22117
10402,0
27325,24663
42553,27834
27000,13033
25259,24542
48349,44458
2926,1834
1856,0
6988,9900
9743,3180
5138,3165
44848,43968
17082,15917
48638,38633
34374,25844
9863,8153
38790,32628
30807,17892
23118,25744
6149,2170
39079,30036
3484,7669
26191,20104
48780,44310
49601,39399
44809,36443
21791,18725
4807,6089
27648,25475
32090,31984
26100,26836
31949,20800
36941,38278
18857,4883
47980,34597
28850,22253
43967,28176
3412,4409
49861,44328
4182,0
21948,20339
34782,32847
18253,2989
40681,33590
36495,31436
3852,0
42845,27106
19992,11867
2273,696
8649,2415
30002,27335
35723,31135
9778,10078
25776,28170
5549,8312
16863,15191
12809,2899
9302,14387
9100,14880
3911,1154
13091,5617
10099,12607
6663,0
30904,27113
29291,32414
45649,34232
48136,39962
42066,34259
37104,35943
40137,32746
3534,771
3226,0
10585,9033
28260,22189
28411,10521
33934,21107
11902,5936
37392,26329
19731,15615
18788,14372
32126,25324
43485,48346
46369,34447
46871,32281
46798,46840
3774,11803
10017,1520
26700,28641
26144,9835
30910,41950
43918,45831
37507,33197
48679,44095
27685,24810
25402,16367
38232,37760
31063,32987
25125,15736
46149,36727
25020,12617
32703,25877
32769,24610
14746,19312
5094,13680
3930,0
34531,32240
31755,30682
31105,14397
12552,15832
37218,20906
20779,13556
30000,18594
21103,7456
15102,18704
2861,0
44574,33281
33682,26905
14283,15884
26597,15466
13436,13674
29424,22153
9890,1864
49120,45419
39297,43908
49611,40912
9299,3785
42348,29464
42384,38746
12157,9807
30763,18236
33687,16790
11191,11240
12767,2622
18911,12713
29629,33475
35794,23648
27944,28677
44726,29654
35623,33747
48831,42516
48683,41875
18981,11533
6958,9388
15705,14811
31636,36636
43876,31405
26152,28638
39529,26219
1688,0
26365,17261
30663,21558
40074,31115
38840,39722
18739,17731
11909,16932
13713,11058
13614,18588
43089,35833
33561,22113
21734,23723
31709,34271
23885,22938
7086,10654
13731,18660
21592,15653
14341,7165
40435,34524
13976,21540
18374,16506
13333,14445
6290,5480
46812,39217
47305,34676
49437,42839
24586,24936
17340,4857
49723,30772
36655,18801
49562,48502
15560,6899
24997,22108
2340,12582
45697,38553
27013,24696
33862,22031
23282,20625
46608,31316
20076,4641
49524,39933
41894,35440
20665,13362
11923,5059
40821,31376
48940,34792
11935,14001
25041,22714
13467,20542
12073,7525
8691,7372
47538,39072
25490,18154
16688,1449
33969,29839
14829,25872
4086,9265
45073,47808
3590,8253
40893,31803
8860,10697
39176,37760
2948,0
37731,32854
34461,26978
27295,30701
39131,33539
45893,21953
12924,12979
39655,19353
11851,17125
8734,2380
43681,28160
49959,35341
6293,0
47613,37156
14820,6693
3291,828
48163,29277
13391,9203
36466,37708
45334,33576
42970,38121
47823,30721
31796,28915
34809,34673
18591,23424
43640,36116
37389,33940
4352,0
19062,12949
29172,18536
11937,11520
29121,20128
15602,16602
42740,49004
24136,23038
1945,10026
20812,9542
8973,6669
24552,20943
15118,12485
12290,20892
26123,16435
17383,15845
11366,0
2797,4786
27456,25000
45016,35699
22427,20313
3257,0
3197,0
9222,1446
26187,15834
15152,4367
21781,9434
36680,24364
12004,7467
42642,34905
26515,13869
16416,7530
7152,2036
8172,9159
4185,0
26352,17978
31743,31229
32212,21002
27618,14611
10161,7605
49533,34639
18467,0
22589,19265
38630,36125
4070,3122
45708,42826
9563,11515
26254,15874
48699,51256
17585,15995
31297,27604
15772,6657
15455,3089
7299,0
11188,14471
46454,47426
47779,39956
25763,21166
33517,32617
22555,26331
30323,15546
18938,24918
22983,16103
13874,17603
25805,14238
47209,43968
33822,18455
21750,24128
37799,34099
43083,25034
28946,30809
2552,0
31049,31697
8795,7903
6271,0
15665,6453
1115,24309
37381,43749
29994,22731
28186,25097
31267,32232
40140,24361
49898,44058
25935,26671
32748,28369
25603,28828
4837,4785
37301,36473
10610,9906
29615,14490
12108,15320
39599,39491
23347,17770
35062,20015
49431,44753
8550,8739
29205,25146
19459,16701
47598,44125
46799,39167
24750,16950
45637,26818
28729,20214
39585,37125
19162,13321
46635,42755
45854,28198
11690,3282
30104,17665
17757,15018
15770,23368
48097,51943
11457,15511
43802,23294
18957,10653
30619,6262
21828,18454
18171,24286
35313,33143
47127,27109
14146,19649
47266,45038
46939,46810
15202,18816
38142,27357
22831,7135
10849,15705
21439,21811
17990,2560
14336,5683
36344,23458
23953,23527
6051,4748
11068,7272
17967,11857
22773,11464
44769,41607
32014,21250
9847,14852
5881,0
42182,30794
8699,18748
25180,21552
49813,36907
38891,27344
49979,34767
4550,6362
23163,23922
44402,37029
30675,24185
45945,40365
33934,18720
27592,24342
42077,36270
24039,20835
43769,31684
24726,15131
35974,20974
35018,36838
5558,4112
33174,23996
31405,21997
43631,29166
3151,0
38845,38343
16552,16732
36065,33823
42996,40153
3614,16090
35647,28684
1620,0
24082,21889
22891,22205
42030,33420
33314,21287
24500,20716
35693,31821
29018,25299
20567,5428
26978,12042
11553,13543
10630,6270
13003,23750
42444,42002
21648,9710
32607,32245
38666,40536
25821,17985
15601,11964
46904,34235
48346,31941
7121,15159
39557,16106
17310,9801
23098,15944
46902,38465
24531,12187
40253,40332
10980,0
37393,18987
45280,36572
9951,239
9117,8540
26979,17143
9989,12836
17915,8765
30535,33095
33124,30276
45376,31752
34366,31238
8428,7618
25881,25418
5904,8320
36677,31497
47319,38243
9922,13364
32160,32752
3025,3239
14220,15013
46958,43190
3766,12654
19482,24178
34159,33506
11935,7063
4784,0
24050,22596
21221,20287
30179,21762
19069,7250
36682,39280
26994,24149
47011,30359
29767,23052
13282,2563
21110,20979
46733,48487
32232,24669
45273,35663
5951,3103
8655,5578
30461,19713
5610,12780
32617,27264
18468,15155
8583,5510
26583,13629
18701,20591
7880,14842
36117,17725
24721,24033
40976,37956
27854,29988
47488,45223
7881,22120
4722,6179
21077,22818
16332,13140
40992,27977
14229,15633
8802,13004
23101,20532
12439,0
36902,20828
3598,7482
27761,20014
5052,6178
13741,13889
4824,3173
37288,28294
2249,1018
23970,22725
16565,16132
19458,10773
46765,37323
3014,0
5944,7841
34716,24980
44451,39879
15012,10567
38460,37632
4240,11390
43530,37489
14731,9581
19018,9591
43898,40888
18916,14736
41376,33390
28604,20553
46177,28645
21030,23271
12589,9563
22983,7213
13437,9921
28618,14766
10705,12106
23680,21662
16376,22150
26420,12276
45379,44926
41358,36202
40333,24065
2835,13230
22283,17080
43565,27705
36963,35808
47636,31575
10179,15081
29904,22771
42113,31595
34674,19929
12955,4102
49536,40592
8198,0
2620,6231
45588,33322
12766,7834
32090,29171
42291,32608
5338,11654
49679,27441
6301,9844
16144,13060
14784,7880
3423,8432
9272,10939
2573,3428
25419,18817
17803,10010
34234,20914
49555,47840
6176,9901
37161,33141
43525,32258
16164,25135
13222,6411
26379,18835
26653,32200
19016,14898
19368,25923
24505,21876
33771,23928
41245,31821
39766,27512
34370,31656
8256,13942
44327,38266
47454,39665
29251,17165
47741,44753
32977,31421
33664,28600
7714,4363
42144,33979
12701,4701
15891,3867
37019,27816
28516,17653
41912,30484
10916,5805
3910,2660
19254,14541
45250,17881
37116,31780
18985,15977
23151,24288
6830,4181
45297,42744
41888,32592
19474,17620
6480,0
10443,15171
40138,39910
33938,38450
3809,0
40761,35787
27930,13705
24095,7953
12946,13737
4991,3316
24519,11905
27657,23200
1826,7063
43625,35279
17513,21381
18801,11076
30846,31173
40566,30150
24157,26707
29363,15863
6136,6293
18421,16109
13491,13655
8546,4728
6903,8112
47623,36909
17406,10765
15949,21244
10825,9128
7287,0
45961,32731
35173,36847
43438,29299
18578,18107
42535,29861
8923,0
35374,31182
42411,31957
9316,16984
45414,43084
11556,16836
11058,15243
40018,36151
35451,20166
26482,19782
45494,40420
26005,19062
20135,15928
24888,24258
33481,33121
29401,17985
41431,37165
25937,24139
46851,31548
14146,8878
31101,25779
12253,18142
49504,37115
4223,5884
6441,12165
43590,46000
41149,34280
13863,0
38952,36702
30564,25718
17653,9053
25088,24337
23499,29991
43083,35720
24682,10015
33132,35170
5533,4562
18426,19016
15560,12820
35409,31064
16925,17534
23987,24031
11633,10186
37065,25089
31125,26062
4996,8728
1014,0
15895,6076
2674,10137
38867,41243
21001,17031
18864,18699
27321,24111
25082,6986
41131,34145
6957,14361
5210,0
49544,32040
19069,10873
35851,25836
27865,26295
19070,23180
5158,11909
36550,33164
21572,7711
5100,0
45469,40780
16525,3698
19456,18897
1097,2543
10483,5606
37232,14507
2787,3440
41531,36296
22788,14894
34451,21009
17092,15434
2132,0
13314,14352
39645,38051
23582,7105
28780,19855
33236,26296
14068,11138
48401,33447
49526,31603
12057,6885
34622,31562
39506,35028
3026,5917
27563,29556
39133,25022
3550,572
31922,24429
8089,0
17623,15444
13043,10256
2036,0
23516,24041
22164,22580
7122,8097
48346,28424
32786,20391
49457,41390
17150,10498
23094,17090
12692,3547
13054,11595
2767,11242
5708,6509
42121,39524
30292,29499
29082,21116
35024,26906
27734,31011
43911,39524
24461,25334
6351,6080
48031,36073
34517,25992
18092,22737
40184,32142
40718,40060
46096,45308
26041,26356
26676,26163
35481,38566
13777,5948
25320,17782
9308,0
44441,26568
49146,39051
16329,14675
14882,14938
5714,388
27050,19162
44432,40626
16753,4639
30979,24859
46089,44707
15630,10910
18658,12399
4709,11224
34106,18802
40529,27599
38043,25841
12491,14158
40530,22800
9834,15269
15358,12127
10872,14972
22657,25571
25827,15948
9173,7448
17685,12780
12333,9474
12356,6467
41584,39952
45917,35617
12344,7870
49955,46705
45619,41512
40998,34524
42571,31702
16795,22224
30743,18253
2943,8789
25649,24278
47783,30628
22021,18060
9348,0
12750,8113
6385,6789
17639,8025
20494,2309
43011,33642
38800,32327
40029,29761
19640,15620
36402,28044
2891,0
29259,35090
29987,25892
11683,6791
10967,3825
13128,8117
41194,30765
35738,28819
29295,30313
21337,12242
23202,19628
7771,11015
44452,31519
13857,7008
32301,16786
32460,36055
22387,20957
10832,5243
48408,35044
13626,4713
19485,16531
14423,9485
32403,20418
31623,20668
17802,18596
17333,11578
36120,21528
29085,23656
23159,14410
25660,24404
35519,37457
29797,12213
20041,11791
45935,37579
23507,18347
6524,12730
19735,15672
28675,24166
48951,41746
18673,10853
45083,39158
36470,31609
42603,34702
20289,4725
32230,21218
15542,13548
46027,36251
36690,33846
7654,10665
3021,4484
47723,42721
21008,19807
23728,15825
25162,20095
28446,16164
30979,33744
49484,32060
45078,23558
5225,16904
10209,7610
45660,41897
16723,17776
46487,43462
4140,6859
12721,13761
3587,0
44342,29692
40437,16583
19989,11072
33726,23783
6004,4104
15301,6554
33679,24829
29103,20175
42168,35807
8504,11358
37578,31348
7080,9446
8408,7871
5153,11244
12055,20829
20760,1930
18752,21801
25193,12417
4800,4955
2037,3198
31054,28494
27866,21987
1992,1564
24696,21817
38278,28546
34161,15932
9005,7193
30400,19827
17741,9187
18565,9263
40585,20640
35833,26268
13094,10480
32280,30432
47647,34573
45378,45767
20513,19913
1154,0
31262,22080
29134,35436
43514,39371
9678,4581
7294,11191
10574,892
36183,25630
49747,25818
2070,5278
19638,8717
48553,38359
27082,12387
17306,15047
43835,34623
8807,0
24224,16515
33143,27314
25766,23284
25715,30072
8398,14026
13202,6391
28987,18946
36740,20808
12312,3791
21354,22244
14627,2167
35113,27161
29758,21997
41409,28580
29486,15775
16099,1513
47153,29962
42412,33431
2611,5675
32657,35797
19462,17577
11773,12975
24763,29460
39547,33668
43218,40473
30063,21773
40918,37062
17737,15450
46360,35637
14861,21172
43523,27600
31284,19868
23428,25808
1711,7196
14706,11841
29078,25301
11924,12644
46841,39663
16921,14984
26432,16103
18813,22480
40212,30945
44452,29618
4420,4341
3068,4514
40927,35114
5806,10482
40612,30211
31539,24840
12683,5083
20615,17894
36674,24187
21575,13721
20807,22546
21441,17972
22578,26610
12117,16754
4665,5026
45390,38434
10348,6847
49266,45676
29783,26005
8882,12563
6289,1150
14910,3762
41566,36266
32983,30603
37176,30192
18545,18308
31289,19919
47727,43817
5090,11102
44801,41965
16362,13833
23074,25578
31835,18611
14783,15267
45162,40428
36749,32407
41833,27824
4554,5019
46347,35541
19773,4074
9158,260
2014,8579
47295,35449
31331,31402
46640,44174
47969,41653
43986,31502
37481,35650
8585,8149
5122,4366
43660,29458
17838,11266
18301,9258
24107,25040
23625,28106
38142,36056
1489,2385
1984,0
18344,17534
35550,25938
15959,12579
48310,33719
39751,35705
2869,6501
45264,41664
31268,28361
20028,18950
40606,26222
14550,5126
6702,7348
14027,17827
45628,34899
33743,27028
25459,20463
23286,7569
7032,7068
2825,0
12554,13710
49101,39093
13470,9700
4770,2871
28268,20652
1029,0
31083,30586
9958,4163
49270,36609
9806,8319
33162,19836
10196,5162
35889,40210
28702,24982
36777,24275
8739,0
25599,26488
37827,24189
12285,6571
32147,23220
30727,19103
3910,2671
15674,9231
19354,19150
31676,26184
27114,30284
24039,27945
45929,31014
32831,24303
44884,48833
26146,13966
46819,42241
18626,18189
18096,9383
32308,21042
14054,22313
15070,23006
43253,37182
27250,13483
15413,19872
12855,1941
39921,36228
6587,0
9827,7907
26785,26738
32864,9339
32311,22679
7861,7209
11804,7378
14979,7957
2297,1037
48513,45036
1357,9299
48201,42791
17624,23419
11796,6228
24238,22971
29640,17599
41883,51093
32857,26886
20942,21578
4860,0
46211,41657
5447,5040
21523,20003
35735,28669
40347,31559
5849,2830
25718,20036
40935,41558
23326,16457
8466,20326
23789,19399
28135,30908
46117,43757
31262,15629
25435,12237
35787,24560
39942,22691
16689,10873
40860,32857
44273,39310
3355,3767
32928,26374
1333,7209
36330,34403
15776,24068
28014,23531
35563,13985
16270,15579
32279,39437
34021,33373
4657,11257
24886,20478
43383,40185
4237,11237
37099,27674
2027,0
15199,14887
47051,43456
45954,20231
14781,10656
16120,1175
25289,19496
6983,15724
2093,0
5789,2915
3912,7101
48879,45066
22873,24035
15332,12490
17564,17474
13259,13767
43180,30322
21526,6715
22113,12308
17006,22237
22643,31394
25413,19784
43523,43219
31122,23113
5684,6641
8854,3398
23357,24773
40185,28316
18946,9801
14127,11582
44466,40473
30404,25305
23888,16296
18401,9323
16428,3021
37422,27200
48765,38095
47510,41332
42717,27171
12971,14386
49159,35762
23482,15703
20968,24267
17565,0
7829,0
11487,9463
36435,29118
33625,16688
43759,32042
17287,19578
39941,24976
43459,41252
48976,34884
47003,26365
14663,16645
10176,9645
16072,4062
6516,1956
32832,36615
20689,20501
19599,22372
17509,7177
36388,36462
10200,0
26789,13077
12896,15328
22931,10358
24087,28375
24753,12288
34464,21739
3270,9535
27091,17948
42994,39166
17060,6968
43495,33136
42773,38664
26587,16195
48852,45218
30729,22421
26594,21996
15816,6637
40485,27766
22304,12778
29386,19855
2116,10970
30299,30964
33587,29580
18540,10880
48947,34105
34756,21987
44426,33718
6587,6950
19212,19055
16803,13529
25256,23597
11269,14631
7088,3440
36113,35481
43044,28533
28081,25983
11543,9426
4005,4256
38203,28356
17220,21260
44455,31939
33696,35282
15147,20482
47381,40611
48984,37310
40396,27290
1076,0
39520,34855
19946,9288
18956,9336
24471,22883
48762,36430
39738,33096
41720,36139
30137,33738
25440,21543
12862,6992
36879,29053
3737,0
43312,45928
22788,20464
26522,24726
5649,12634
4868,0
8824,0
8799,6903
20870,8154
46147,34451
18386,1635
9614,0
26147,28255
12101,12109
41674,44125
39127,31115
21914,17114
10615,9785
24053,40774
35521,34732
14481,6541
47898,40762
44882,36821
11495,13521
27282,33065
1146,4443
41275,30795
16977,24768
42565,26217
42534,32400
34945,33365
45286,31486
37190,29441
3594,0
12074,9429
28431,18547
18148,14993
23661,16951
28571,30820
45160,38441
1435,5577
37119,30561
44937,33343
17518,16023
29490,24809
22002,3073
42763,34412
3366,6725
13367,6397
12454,15168
10668,10668
4415,1151
32773,29470
11232,6774
30039,25692
26568,19695
38459,34061
8669,15016
25213,17554
19280,20837
20449,14565
36516,27466
24076,16889
3661,0
24333,22469
23759,20711
48941,40131
45367,45621
39875,41888
13698,18806
31964,24159
32408,24210
23885,12999
14309,11818
36429,29193
16133,16137
9210,955
37126,27455
34043,17065
5078,0
12137,15065
30350,17671
5698,15022
34132,33359
11165,11939
1794,9436
14646,10991
24179,14918
6870,4920
34357,17173
31736,32533
38081,28371
17211,9238
22129,13866
8377,6801
9861,8607
18821,14180
13952,10258
10047,11336
27953,15770
37801,31592
19277,13514
24903,7934
19226,8881
23628,14151
17710,24190
28802,25757
19784,17453
5278,1301
29677,20668
8500,0
5015,2054
22836,26522
42010,25699
8826,3542
10201,13718
30048,29579
20941,12430
16105,19866
1153,0
42541,27137
5886,13699
24950,20512
3267,1606
21642,18363
1970,0
42607,30714
32288,34452
47581,49220
18329,7984
15450,10024
6618,5321
35263,29415
3047,0
10364,12194
29794,28191
14091,16375
3886,7624
22572,18545
16161,18872
5158,7391
28663,14027
20845,7815
7733,8038
35425,36055
38811,33725
33001,29931
40128,25748
10329,8667
25812,27502
28099,25154
5043,4662
15242,15758
34365,28851
27278,28870
28133,23861
25740,20408
36092,22589
31976,32867
41067,27211
12231,11210
1569,6061
4328,14198
26261,22369
26262,29357
4280,3588
20147,12755
32742,42792
4590,0
23006,35933
14570,21426
35993,25346
30593,28373
48646,30530
24907,23484
10533,10359
43649,40118
17747,11774
14366,12447
49283,42284
11832,6535
29325,31897
35798,29419
40453,34429
23849,14083
7157,0
47436,29871
31178,28520
18001,9659
30030,28397
1193,10883
9164,11957
21842,20031
2119,5629
14351,18105
7540,7902
46162,40912
32760,22816
27528,16165
24538,16596
33242,24635
48628,36699
27358,28766
39613,15396
41739,32109
30738,29050
47921,42577
24581,14751
31136,35341
22485,9685
28165,20432
37294,27976
2634,188
44969,44133
1093,970
29370,25415
20750,21876
41484,29350
48099,37551
17472,24034
48009,40677
19934,9377
44774,30681
23521,24168
40125,25323
2445,0
22005,18824
40103,32164
19214,24271
24169,4631
17938,17242
12956,8669
40687,40452
6593,3861
27207,20526
40921,32712
38310,26681
49960,36423
32619,25201
14403,21392
14065,8304
25394,16190
27801,19840
43646,34937
34596,38431
30230,19601
8170,21531
19406,18239
25678,14540
30968,21491
43517,23195
33655,27564
28087,28779
46984,37774
12049,14456
7785,8799
42766,41474
5655,0
19458,20864
26102,32202
7918,21726
4436,12071
22432,18974
25873,14907
38640,26012
1360,49
45677,47701
5599,1297
43936,36226
40499,38044
35845,8962
14750,5420
28987,34909
38459,37025
27165,28030
25346,14640
4514,12320
25838,15769
28559,23396
36687,33518
32965,31369
17385,16869
19317,14248
1393,0
25881,21199
47225,24769
34297,30843
28955,17292
45979,35826
7495,2927
40721,35973
22437,13209
2713,3708
21428,18250
1635,1703
16193,15310
24003,11987
15633,5511
30228,32783
43077,25222
27730,35182
49546,38810
8445,1653
46183,42113
15281,8851
7602,8111
1037,8288
43592,39153
29869,26454
37543,33962
32076,25901
27630,26971
21469,10739
33299,35394
26094,19938
27817,23317
11555,7363
6120,8533
15678,18867
5715,0
35162,27714
36637,30329
33322,29276
37444,28206
37489,27399
39458,36883
39586,34721
34002,28494
4140,10808
9638,0
46665,42123
18383,16948
18718,6245
42093,40672
11624,12838
22472,22318
22863,16468
7090,10248
12377,5516
18495,6723
15870,12618
20300,20290
3103,8572
26195,21860
38893,31556
7590,12158
43980,33180
43368,31322
33050,36149
3921,1470
5734,10087
20757,24763
31328,26322
24138,20894
17037,24416
34604,19835
13094,2526
10028,12916
44517,33161
16432,18315
44819,35517
24091,24269
16586,7980
6312,8728
26973,18573
37590,34393
29973,38166
45390,31485
17099,11555
34843,27108
15063,13987
29770,10068
28216,22772
28660,21617
17383,12638
10605,10251
31649,27444
38220,32607
33559,20385
46066,35350
13368,8940
8428,9906
16817,7657
3420,3896
19912,25583
5317,0
25361,19269
28728,11073
