Company_Profit,Bonus_Amount
3995797,200468.17
3070988,151262.1
1999568,96552.86
3579405,178370.16
1627886,77270.57
3292626,162230.11
4722191,237500.69
162761,11367.04
2417636,123469.12
410057,18517.63
382955,17950.38
528572,25010.03
3100145,155599.36
1536079,74192.15
1628100,81554.91
472738,23300.88
1950219,99287.44
4714521,232352.82
3566650,175456.73
3202277,161021.31
4277640,214260.79
4850738,239082.19
3660943,177446.48
1882887,95713.34
514809,26099.4
232328,10876.1
3948548,198972.31
2370941,116119.29
1542961,78389.46
3467162,176568.38
1506031,76460.27
2805888,136259.28
1715755,88464.07
240663,8700.31
1725921,85228.1
156954,9116.41
3253396,164897.37
1518574,75780.11
2970259,154652.78
4723398,232577.44
1225695,67398.38
4169335,203129.05
936156,46678.05
932505,41995.23
1515457,76762.66
3575201,174130.77
4931323,247931.02
516274,23943.16
2710927,130325.14
4596187,234344.05
4073215,205719.25
3065663,154788.91
2699929,140478.47
3799121,188611.99
3707203,188983.99
3287499,161319.49
1686663,84357.5
2172741,103749.21
4084192,209804.12
4732087,235894.58
823592,38913.09
358162,23645.55
4584478,231153.88
394610,17445.07
2060725,101348.15
734479,37347.43
985982,56653.64
3787819,186958.13
2759530,140140.4
973686,47784.21
1617689,83755.33
2228625,110518.97
1679410,83502.16
3999400,195075.65
4624701,230787.03
1443321,80062.05
3550861,174194.9
4632849,230990.01
965443,48351.42
634322,34753.31
3778109,189024.43
1609537,84300.47
3412883,168121.02
1936866,96827.97
2362525,117960.3
2010569,98778.81
3508494,175474.64
593207,27345.8
3612844,182993.66
1620246,77116.23
2433617,117038.12
4485183,221249.35
3286519,164525.43
4524717,227559.58
356882,15876.73
884446,45862.7
1421895,62883.83
2601586,128915.98
4117486,204247.48
2247986,113416.97
4243367,215255.5
3919393,204006.29
3814461,190382.33
2324483,104226.15
2866191,143559.35
781682,38326.92
3688797,185617.3
2328507,117804.44
4807218,238588.1
2691702,130835.2
3339988,168893.52
3610379,184052.11
1467788,75234.88
4176061,210383.43
1758306,88207.19
3199668,162787.18
1895553,91255.69
4154080,208818.9
1558559,75476.9
4947087,243026.46
1924178,99686.58
844900,40047.37
675195,34968.65
1813596,93046.94
1286633,64617.44
2969229,145884.98
601892,34643.11
2231662,106668.12
1840478,92649.99
298823,20895.14
3590834,184322.19
2725720,134228.27
3884731,198031.58
569259,25595.38
2659836,130692.31
637126,33581.1
566274,25209.18
4082898,201847.34
2476677,123039.77
4347069,218011.32
4600889,229569.0
2049888,101524.85
2048687,99578.0
775218,32947.7
3586212,175906.24
3710166,189169.57
2207082,111049.6
3905209,196101.61
2666583,136230.89
497676,24060.34
1906256,97570.63
4810130,242819.49
324165,13890.54
900728,47367.53
4003688,201116.65
2355766,115238.03
811624,46006.07
1668179,86054.03
2580402,126049.41
1573089,78474.49
673757,31746.92
4388226,223902.77
2167644,106162.01
4100351,206746.01
3060148,150295.17
3739938,192063.68
4036662,203727.84
4327223,218156.17
873976,44544.24
3397089,170052.87
4952917,240940.94
1524815,77965.89
3518727,176275.34
3363605,164296.08
1225790,61923.69
887112,40799.25
824833,46447.47
305302,15473.02
446052,22312.95
2917033,147620.09
1403934,68847.57
3935506,196294.34
1902359,93959.87
4210295,208127.39
1486733,72170.96
3575350,178684.76
523179,25164.61
250543,13498.2
303873,11365.69
1439597,69203.72
1791924,89879.73
2042016,104257.7
814027,39904.05
2309184,114630.74
2076926,103837.94
3825459,191555.16
2169149,113288.98
928653,48017.0
1183027,57262.4
948133,48148.51
438620,22450.15
2891562,139848.13
1150052,50429.72
3677378,186038.56
4758046,235054.54
3419713,174456.29
4359672,219066.43
4369760,218237.16
1284505,63881.42
3491136,173474.46
763974,34147.52
2355994,116466.38
4042955,197875.74
2503343,127804.98
667738,34786.61
1005269,49654.87
1951388,98508.94
2970088,151613.02
3621941,174551.88
1353584,67060.08
4852461,241886.37
2642736,132156.86
2472340,121845.34
2411986,122484.8
4141354,209828.79
4399757,219488.49
2440632,125070.64
4944883,248588.3
1240808,61229.72
4962302,248605.44
895974,43768.38
3322060,167668.44
4427615,224472.69
1487999,76941.34
4388503,220293.13
1997650,103614.77
777389,38439.76
1535326,79065.87
2046312,99497.79
2057363,104622.01
947237,49035.17
2920155,145149.11
4873726,245160.68
2085241,104168.02
3141715,162333.96
220842,11803.73
2236194,103698.37
2281999,110431.7
183045,9150.49
4514900,221222.41
3066371,152843.45
3760164,190562.57
3669971,186026.55
503119,27362.89
3540561,171587.31
2113063,108199.05
3107538,156081.99
4825421,248349.71
2348749,115862.23
2075861,106022.0
3018247,149145.28
4207368,208371.38
1911232,97786.93
4163809,203677.43
382254,15978.59
1176707,59385.34
4765306,236756.41
4658001,233632.82
496071,25314.67
1413779,69956.92
334650,10540.59
2783093,139635.29
1007405,52900.35
2400622,121418.69
2713213,130210.25
2695367,132894.89
2903632,147719.85
4151852,211664.72
282588,14109.55
1263705,58094.45
1230698,59226.45
2234444,109321.4
1924222,96580.05
3977045,198830.1
1232527,60132.8
3932320,190745.43
3924586,192919.46
2035944,102806.42
4765887,237276.08
3453507,171779.05
1508266,71652.0
2905989,149080.29
1768478,80976.84
369470,23172.37
2961201,149355.09
3760013,186229.75
4638858,230877.61
471117,22906.1
3334807,168466.38
2522452,125646.82
3932855,200706.15
3963654,194483.4
2258338,115090.58
273273,16273.11
4059315,199865.31
295791,15454.89
3408050,170463.99
2013396,102107.99
1805503,90834.92
1534412,76354.38
3048316,151799.1
594797,29349.61
1293529,62432.84
4603921,228156.02
962375,47400.87
2466947,125442.82
283488,11609.71
4305889,217103.61
4304684,209180.21
2723023,133889.89
4555448,229127.22
3832053,195818.39
3437594,173496.91
4311848,213827.68
1365784,71898.1
3044639,153107.43
2248720,111842.13
4733586,236004.21
404681,21433.14
3694219,186023.63
1027431,47796.21
1256367,61746.71
3527763,175818.49
900864,43189.38
297974,18689.59
4804959,242099.06
2752368,134365.08
267325,17547.49
1942954,99422.25
2160052,105707.28
1957606,94971.22
642780,31567.43
3771868,184230.12
1689616,87884.1
4507260,223732.56
3621670,183094.51
466447,22944.35
3741927,185623.72
1693016,85607.39
4461800,223509.35
4054615,201858.67
4326270,215820.87
1609011,82823.18
2157251,105319.91
1615518,86441.49
1433038,72139.43
3772681,188650.6
3386023,170456.94
4644152,231500.14
373820,15893.24
2229875,112807.73
3994783,199752.15
4546999,229412.66
3605885,180418.03
4904314,243178.85
3025445,150377.27
2805199,142589.33
3715018,184816.54
145188,10587.22
1871128,91723.55
2886575,144085.56
1985630,103548.95
4111825,206612.66
3304415,169427.09
952832,50997.52
3298468,157250.25
2486879,122289.93
452972,28185.85
4134588,204687.67
2644345,133504.09
2639767,135158.15
4581896,233409.86
512695,24412.05
4031257,203862.08
2727077,139071.77
1507379,71928.85
1684024,87215.09
4703164,238133.96
2265180,113599.28
1118562,58397.95
1972426,102229.07
2296593,113059.09
846668,46149.29
4937892,253007.44
2682245,141320.81
2285920,114069.86
3462971,176740.62
4225169,211127.43
4858644,239456.2
359899,17876.46
4891371,245734.31
4690949,233839.95
1298849,62117.88
4535811,228418.55
3123538,163072.23
2273550,112892.86
1521099,76914.52
4670917,233597.93
3913103,198005.16
1631185,81635.43
1415324,71721.91
1990037,102851.18
4256147,216353.97
3810146,196049.4
1919967,95169.03
2678029,132204.07
3211643,154801.85
1756800,87093.04
3860454,191175.31
2489138,125063.28
337280,16339.38
3964172,191828.92
2235950,107138.21
3301129,162755.14
4004642,199474.66
1127586,63265.9
2242579,112184.23
4286725,214542.73
2536236,125507.63
2078721,101770.62
3621185,182970.69
3754289,191271.2
3646287,188457.15
3180557,160743.71
4128659,205256.75
555565,28737.25
1793889,92306.55
2959707,150198.74
4827295,241977.85
3190150,160471.96
3341269,168433.98
4407393,218213.1
4840088,235875.62
3808611,190621.52
4527874,228854.68
599245,25638.16
1810992,88539.77
3706060,178429.23
4548545,225509.04
4290580,210192.03
1491437,66812.26
1068228,50572.81
3571299,177066.72
2908380,144170.69
4709775,234026.29
3690457,184159.36
4058070,207972.03
1057487,51069.06
2294870,119179.05
612897,35653.0
4958190,246674.69
1293135,60795.93
2547346,128499.7
2535044,131536.54
3335029,159016.93
3052530,151831.72
4218251,211324.65
3652793,187800.05
1957515,92426.12
3314147,166861.79
1973759,100851.88
2143988,104629.64
3901928,195851.08
3268044,164354.07
4945024,250879.57
4001429,204032.51
3128639,157430.86
2144362,107805.84
338917,13110.31
581609,29290.34
2360593,118202.04
2853835,140100.22
2030342,104089.55
3520854,177082.0
144409,8058.44
2403961,121827.05
4274494,211067.26
1588104,74996.99
1595288,81511.7
4806346,235881.98
137138,13025.27
1326225,65965.82
1852847,92016.38
1470784,76254.01
2612212,131594.67
4108864,210665.4
1922226,99073.42
4653667,232960.51
4398558,218372.4
1828460,95169.23
3882805,190756.38
4753078,237404.56
525106,26060.3
1113517,54543.02
1747509,95066.44
2269936,118534.55
3581365,181691.08
3311021,173589.38
3597030,183490.54
3641532,182890.07
517811,24770.24
2432275,118452.5
2519365,123835.81
4598293,230161.46
2961401,144414.75
4825009,236634.83
4052279,206012.59
3444902,167992.41
2862002,142946.02
4845685,244920.07
2760521,137806.64
3615905,178126.72
1496472,77384.31
1858590,89863.64
1257484,66024.74
2723755,135123.39
586636,31145.93
543966,27997.64
1144402,61107.48
1478421,72398.56
215057,12546.34
4278856,211596.36
1805534,86923.99
483207,25083.19
3782020,191407.57
1326096,68141.17
864599,44645.95
2599837,130048.38
4757313,241265.07
189569,7220.13
2143350,104183.54
1359909,69660.09
4968230,246729.53
678396,31230.99
3883542,196092.9
3013834,153681.39
1974819,99204.04
483263,19124.77
3857692,199404.83
344276,20307.59
2589038,122757.49
4005601,195255.3
2196716,110493.96
4743549,238759.93
2224410,109153.42
4630571,231934.99
3333294,168867.22
3955308,199785.98
1317905,62926.99
1384672,75408.94
1391239,74404.56
875261,46460.42
3007380,147582.14
239590,15474.48
294128,12003.72
4992491,251757.89
929198,47548.79
3034229,154194.09
2977419,147616.75
3031693,155600.6
2352532,118611.29
2942394,144885.53
1331519,68691.24
1139612,58224.04
4042971,204781.66
777529,37152.66
4515283,224994.0
2594667,130376.9
4190734,207759.85
1092474,52493.66
3106045,151468.48
709598,35507.58
738776,35015.71
2830517,139541.37
3066947,151572.19
1259112,58706.96
1154649,56058.93
882525,44640.98
2972954,146703.5
4085385,199897.91
2018582,103715.64
947603,46528.9
3209000,160004.08
733032,33926.4
471104,20886.54
479318,24324.75
4390280,213440.78
2373604,113043.62
1911941,96917.09
4900778,246001.64
4049668,199750.69
4056167,201692.12
1920700,94175.41
4106986,201396.21
4477325,223040.88
3621455,180070.06
590396,32731.13
331652,12852.24
696766,42656.53
2326285,112885.87
2640144,133502.98
2045670,102433.32
2588633,137045.87
1325560,68624.93
4799760,241986.55
3704684,188990.16
992480,49166.18
2735693,135236.27
816266,42447.01
3189507,158293.6
2979519,148586.2
2045873,105143.53
2806967,136199.66
523249,26356.57
244567,11728.25
3071046,152637.7
2939041,148484.55
1934456,92181.14
2915921,143236.43
1336730,65441.93
2880747,140041.08
3071629,157074.47
4363190,216207.27
4126073,212286.57
4338145,215452.71
2933321,144258.95
2119591,108394.28
3505239,172539.05
2199848,101323.78
3926862,197888.61
2194562,114924.64
4995403,244858.63
715396,37031.72
1626826,84647.18
3637140,182272.12
4753007,241524.87
1750438,87001.92
3607249,177876.91
4325989,213622.96
4453818,224125.37
4929997,245860.35
3660015,181863.35
4457670,225328.62
1386009,73061.76
2553520,126851.89
1464437,69917.0
4460836,226486.0
2411640,126208.38
2899506,141320.72
844369,40523.3
1545107,83013.62
4138277,206190.42
3484408,180303.77
1847519,91928.48
248897,13608.02
2928612,142580.23
3657013,176573.42
4876197,243061.36
2766247,138988.3
678391,35872.97
4948406,251818.7
4394653,218714.96
1330272,67535.04
1274163,63531.99
1248170,59833.95
1389468,70077.18
939864,52467.62
2655383,135503.59
853692,44088.21
2192695,107669.97
4525590,224844.69
642535,32717.98
2817361,142564.07
4135490,206363.87
4714048,235705.53
3401736,166740.47
2259674,112057.13
2504202,125864.01
2648417,133075.24
1159082,61909.94
3604046,177593.04
2400967,119303.81
878340,49402.74
551638,23939.51
4185928,208689.65
2682174,138999.94
4283525,219349.42
3221382,161007.46
244135,9546.47
3187581,158636.55
2698354,135069.19
2297316,114830.17
1578293,83292.55
1384434,67345.27
1673597,85157.09
2621890,131107.54
2251301,113020.88
2031299,102339.47
1258753,61351.45
4929600,249508.68
1836004,93583.9
301411,16833.38
3261867,160754.08
2382317,124067.41
2529289,127158.64
302320,14020.33
1738927,84267.89
1324564,64375.45
3022196,150638.1
2811403,131225.18
4777589,243888.74
611167,32635.08
2764794,141937.74
2158630,107577.02
4835414,245087.32
2190839,111698.47
4759219,239012.79
445691,21384.88
176361,10368.36
2467248,125328.52
3173233,160872.45
3417366,170475.39
3138613,155615.56
4320289,216379.84
4959414,248949.88
3067274,156183.55
2001888,97031.81
3971957,195033.79
3814149,190127.81
4401498,219436.71
2219685,110415.95
473317,29820.34
1262404,67950.37
4769118,240366.19
551337,25786.69
3222004,163153.93
2265063,112183.36
2313290,116360.94
4944233,247250.42
3307355,163344.17
121838,585.2
2340959,112184.55
792851,41608.24
1572515,79074.03
959163,50923.07
1316881,67649.83
1875889,99775.1
2056338,103425.4
784906,38908.89
1626018,78221.28
2122957,106711.74
4515438,227172.46
3497386,174172.44
3208968,161675.6
897796,45260.67
3166742,162641.03
4501441,225173.94
2423522,121252.87
697127,36181.23
3804781,195522.05
3411778,170693.18
208833,8896.26
3768100,189261.5
4777581,238154.07
2265523,109480.74
1315644,67986.11
991632,44746.36
3991960,196744.17
3297408,163466.64
3093406,157508.81
4213580,212168.35
1768878,92882.48
4863888,244656.89
3268589,162811.31
3554967,172897.45
299495,14021.23
1488039,76344.1
1190141,55875.46
2326862,117813.52
4774888,239241.07
2244448,111846.18
2292996,114182.74
2087646,102830.01
1200272,56074.99
268920,4679.38
2355106,121149.4
409793,21190.82
4531874,228222.8
4345011,218508.45
561478,29164.82
3835588,198825.5
2860445,144112.31
646456,35613.59
1152991,55356.8
2443330,123446.25
1079522,60220.1
2347732,118773.31
302422,14175.49
2261731,113066.41
3151416,152170.14
2479321,121351.62
3307338,167063.17
1295577,66661.91
2935317,148116.78
4538338,224838.27
2685426,134980.16
3256510,167080.95
421730,16249.92
4920708,245271.42
3142567,155970.87
4387838,220299.77
3058911,149790.5
4676168,231175.4
1885791,96017.19
4303930,213904.7
885125,46450.67
1591647,80735.95
884248,46846.35
1835499,88756.94
2279039,118096.27
982425,50142.79
1887480,97308.01
4914700,241564.78
3567858,177960.11
947664,47522.35
2106436,106743.38
2781920,142867.07
2076442,102827.95
3904086,190971.6
964731,42290.58
4281220,213143.28
4089407,206541.3
3505393,176742.64
2919126,145895.6
3830725,193701.73
3252252,168072.86
384131,24647.13
4200626,213856.5
4344909,219447.15
3482644,172243.84
3009995,156464.63
3330194,170182.49
3533864,177339.86
804528,37028.2
1226126,63513.04
3110438,158345.74
2046729,102517.21
4028823,197024.56
2238704,110591.81
2551953,128889.23
2862277,146794.09
2529117,126592.27
4116644,203622.46
1862823,86609.7
4267102,219242.36
912854,45736.37
2709917,133312.73
4369994,212988.83
4092213,203156.41
3017659,155519.63
3391842,165881.77
2741070,139758.41
1962586,95366.69
361010,18198.61
220971,13786.99
3737155,182991.02
4461090,225695.08
4450652,223485.64
4735579,237728.08
2433756,121556.7
1730733,88405.92
4138286,206443.31
583541,24608.58
2315921,115508.78
1137694,62614.26
1262728,62634.73
266635,12991.18
1205241,56678.42
3116952,163826.05
2789456,134165.51
3550166,177218.79
2276481,112259.97
1361148,66689.7
2838170,139248.83
1256602,62871.95
765110,35907.73
3113010,152422.26
1826978,83611.8
848703,39108.5
446354,23145.19
3366935,172583.81
1949296,94853.22
4834876,243597.15
2383363,118586.77
1570230,76850.92
692094,33477.06
214963,7798.94
3338159,164366.77
4298239,213259.17
897934,44870.61
1887807,90903.81
2685485,134655.72
3630611,179550.82
2742563,138370.07
4937437,249746.03
3324851,166899.92
2983217,142044.97
2505358,123626.89
2629890,129690.38
4417932,220744.14
4659917,231389.08
4639123,231499.27
3528309,176339.22
4688593,236868.44
253219,11297.88
4279946,207210.36
2842425,144163.75
619202,31094.85
2151689,105281.65
155911,4892.41
173352,8984.88
2521454,124728.17
2331765,122207.19
3426877,173992.7
2556818,128476.14
2057241,105885.49
1202206,60589.95
3605337,178612.32
2411315,117412.58
1585189,82455.38
521047,24024.28
1419222,74271.01
542498,29208.25
669827,34284.37
2660605,134417.92
1286107,63053.15
2998730,149852.81
2626182,130497.44
2334145,116718.3
3934273,193709.86
2647381,133765.05
588648,32910.23
159856,8443.52
3831008,196089.32
1200836,63547.74
1239428,66515.35
2680059,132893.55
4932666,243183.91
4507384,228645.19
3335386,169919.99
4408002,221219.6
1083056,50063.83
2143257,107802.94
3598649,178928.43
3677691,186627.02
4955905,250066.72
4243208,211034.44
3544072,174902.81
164375,5493.91
4360681,216494.15
572699,28887.14
1529780,75855.19
3969588,193372.95
3764898,192427.74
3802790,185947.53
1391582,66777.16
4321529,215035.21
1564985,76232.65
4576660,227950.35
4005893,200431.01
2032092,101263.93
4023848,197585.96
666597,31824.12
1718190,84446.05
2924105,142460.79
3363557,163700.86
3920346,194257.7
157448,6697.56
2515986,133879.27
3947808,199828.12
1755998,90404.62
1918803,94787.58
3182950,165243.95
1593151,80881.04
1407812,71861.47
3839835,193230.98
3589290,182189.62
3510295,176324.43
2633964,132439.51
2429951,124450.72
2918072,145710.66
1344402,60689.5
3992550,200470.14
1774454,82533.79
402101,19066.0
1933347,97729.48
375158,19747.34
3824706,189420.99
4988082,244277.32
2087599,100888.85
4180068,202307.62
4050249,198271.3
2025768,98745.25
4155058,207240.07
1099845,56646.77
3779649,187729.81
3770226,189378.69
484637,23736.58
4739260,243177.54
2737284,132594.61
1555209,84006.36
3384221,166798.55
1515012,77528.98
1780331,86801.26
1603232,78216.48
2906986,145705.37
4407449,217110.79
144160,6799.46
2118997,106578.25
311279,8896.33
1580514,75304.58
3555904,175363.93
3162013,164613.73
3613103,177983.65
853615,43324.86
3585690,182368.96
2185562,107624.66
665302,31113.95
530000,27262.97
1283401,61569.98
1476873,75901.17
4545552,230064.82
109496,6021.61
1551593,80689.87
2196179,112420.48
3624389,178538.67
4152924,201083.31
1660838,75644.38
992238,51436.78
2898117,142682.26
4414829,220025.01
3033113,154797.49
3069226,152169.84
1995172,98715.28
107708,4297.39
635605,29404.5
561575,26615.98
3445804,175947.13
3129037,153622.85
1504176,76254.75
2576386,131120.79
4946913,250865.18
2078168,108749.14
251152,11914.49
2273254,115386.14
2279328,114862.37
4685882,238389.47
972949,48560.5
4456362,227272.66
2561655,130599.99
1126716,55080.88
2548995,124685.92
2500225,123750.0
1301899,64192.96
2187682,105830.29
971106,48749.67
2855724,142499.34
2619598,126612.81
560953,23425.19
4328341,217799.8
1508563,76537.22
3038972,150379.21
211595,7931.67
4618092,233277.21
4849382,239823.94
202763,12341.07
3390734,173925.72
4852218,245343.51
2915095,141937.89
2935245,144266.45
1157173,56389.21
322474,16392.9
4006486,200810.15
3695203,181674.49
2515419,128715.96
2499562,126808.52
4602455,229710.24
2384916,117857.53
569009,29456.24
1099811,54257.77
1154033,57892.31
4546642,227945.94
3924739,193748.37
1596457,86266.19
954814,45918.96
2528626,124651.08
3008447,147110.83
503761,24518.86
4537392,231337.44
2954881,144781.35
416830,21261.6
2405106,123260.23
3092996,150528.11
3951453,198088.2
547544,28454.97
4526589,230177.37
4816564,241202.08
674613,34877.53
4544699,222421.75
3397784,172087.18
4318014,220799.69
2236505,114914.44
3239639,161137.61
4773327,238264.78
4827571,241366.87
2967713,154358.5
3002330,154657.08
3092450,152333.13
3306620,162725.87
4182488,212625.19
3242628,161475.15
4902622,246477.19
2337377,117932.78
2959277,152371.19
3348233,164247.14
3070610,154819.15
1091945,59016.42
4349447,224310.74
480478,25707.67
346996,15113.07
1270717,63229.76
1937773,95909.43
721198,39442.79
4185181,210958.42
804951,42632.81
1749802,87873.03
3558572,178963.35
2352619,117336.09
3160882,157706.1
3932681,191938.58
1692634,84928.13
2358021,120380.57
356746,19826.76
4344763,217904.21
291942,14605.38
3455504,171087.64
2903201,144348.39
4743966,240655.93
2830143,143337.89
1295653,64740.01
2491293,127533.9
2169590,113049.06
4180477,211025.29
4319021,217858.67
2606764,128196.26
3135076,159013.33
4899985,245033.15
4057341,202578.52
2917514,148724.94
1776302,88150.77
2234194,108923.57
1600534,83459.12
3648947,183123.36
1928918,94345.83
4860511,243153.26
598026,31029.78
3686055,181776.6
4946409,246660.48
1283772,64113.39
2738799,130972.06
2266150,118493.97
3364670,173191.31
1087108,54790.15
1571745,79337.84
2366822,119175.65
2833081,138926.88
2545238,128879.66
2511569,123207.63
3760301,182420.44
4547593,227202.76
2963217,147683.78
1801160,95039.67
1435187,69791.98
1031161,50923.58
2735951,135746.34
4672664,231884.2
3957310,195272.61
4876621,241768.98
4055232,203494.23
4956029,245314.09
498752,31783.86
4961371,247619.88
3530422,183756.42
3375898,167017.93
2102781,99822.42
2654387,134245.4
4554336,225835.83
870724,40969.54
120119,1006.01
3958593,196989.25
4229031,215348.35
4156650,208360.23
2224255,110855.34
3120089,155121.84
2016466,105163.79
2606983,129720.21
876615,41031.17
3593822,178962.28
1918841,96331.09
3194195,158153.86
170627,1906.01
4225016,210346.78
4466285,225273.92
4692399,233036.54
2098072,103342.12
2895358,147368.94
1794087,91959.78
2963716,147216.99
2991275,148142.54
2938691,142341.85
760690,38634.5
2679691,132923.46
1411945,76079.53
3200239,161916.48
2560654,131467.44
4733322,233863.16
2470301,124669.38
4351680,217723.22
4661437,231483.1
4382380,217941.93
2409960,114465.56
161528,11695.04
4378187,213837.48
1999599,100271.38
4240421,213934.36
873927,47449.16
4716576,240794.56
4132627,208585.11
1285613,65298.45
4624528,235902.38
4885966,243072.99
2146646,105455.52
1898835,95108.88
2562457,125672.04
4070544,201234.64
202601,11478.62
2647439,132193.64
3815247,188951.68
4582226,229359.68
1949227,98621.55
512936,24055.43
2884388,145885.52
557537,27531.95
2152722,109904.05
2302840,115799.15
4761915,232427.21
4187226,211173.05
1200716,61908.78
2739563,133534.43
4722508,234883.24
1016893,49484.63
4284792,212150.01
4934104,242549.78
2137525,109058.97
3753406,189199.12
811262,43221.48
4352383,217185.48
4163707,211686.96
3026924,146907.32
3222146,162346.68
4244014,215169.42
836972,39081.13
2556959,126560.44
2120828,102011.01
3050318,154816.48
1858263,90277.86
3327243,166369.84
2179355,107617.0
893437,41850.99
2706448,134385.92
3202862,161094.26
3672455,183917.34
980542,45096.68
120263,7178.66
4481307,225087.45
2899058,148164.37
4382679,215799.88
2207144,113505.3
643035,29756.74
3143329,152865.77
4382850,220921.17
492112,26454.64
1552938,80273.02
4956725,245400.89
1867176,90993.19
4285136,212593.58
3887890,193958.82
1915806,98321.39
4230111,208408.39
639197,33086.18
3957535,198725.78
947650,46020.16
624036,33503.22
3544023,180797.44
2608258,133735.75
1631045,81065.9
480807,25514.86
3299571,164170.6
4808369,239496.11
479963,23272.86
2872289,140394.76
1126624,52797.3
1826641,88460.93
459514,24282.11
1339622,69522.66
4340609,212283.9
735236,34521.84
2378586,114271.59
1006057,49832.62
951043,47813.63
3073044,153418.14
4788162,243898.48
2556677,124163.96
803164,35848.02
1403823,67679.51
457459,21682.6
1694081,88841.8
3501012,176745.4
3602776,179709.79
2353193,120911.88
1400311,69570.13
2190092,108103.97
4831371,242035.14
316709,12191.7
1212164,57875.92
2724316,140983.74
871457,45026.51
661212,35136.87
2857202,141653.85
3160792,157513.6
4563515,232448.0
3374841,166040.15
743413,37899.47
4303797,218379.33
3314257,162757.61
1581809,76678.37
1917097,93696.6
1160148,57897.54
3096003,154357.36
3317725,163894.64
2349237,118105.61
3077493,152752.08
4720185,235097.46
1700951,88420.01
3726350,186757.06
1335698,68403.25
3898680,195455.29
4841039,240071.15
4266361,213230.68
625296,29074.21
4422172,221201.47
189210,12523.04
1942002,93413.23
2251463,110696.15
3617217,183234.27
2993139,148739.75
459812,20054.08
2090896,100271.92
2792698,138412.3
3343272,167409.27
3785510,191570.47
774459,41884.12
2295116,113769.89
4896032,246118.1
3771333,189475.3
2033403,101634.33
2630071,135966.28
3361680,158606.86
3974528,192946.83
1574537,77744.66
1936553,98063.04
1550739,83082.87
951617,47489.79
683936,35443.7
604689,30175.17
4672355,236252.93
4500183,222864.68
4548026,227188.75
4670204,229840.5
2246561,110540.47
2076578,100599.86
3680213,182226.43
2176689,108130.24
1416105,71597.79
2644726,138151.8
2271754,116681.44
3101519,156511.33
1489459,68697.05
3469628,170564.26
2485387,124480.09
4864651,246886.82
838676,41261.4
849423,43913.9
4988813,245538.57
4148652,204778.74
3281400,163282.16
4968708,242342.44
1294837,66547.53
2585238,132104.96
2027269,103528.11
3522064,171205.46
4287648,214014.48
1239717,59417.73
1741688,85149.08
1189737,51411.69
2126604,108420.12
1371978,72183.18
555752,20367.4
3867889,189932.19
4393424,220732.11
434198,21307.29
4256575,212730.88
2308175,113754.04
959833,49770.26
2608396,126601.79
1247336,64535.56
4740250,236988.87
4761187,237735.63
1514878,80899.73
4025832,201506.53
2184308,109263.07
1730508,85041.48
4608135,229203.39
3635250,186393.35
2991473,153629.56
4093876,204149.52
3819126,197351.78
1838351,90336.91
754451,39277.07
526052,27459.86
922903,44114.93
1207921,61589.52
4181660,206806.16
2649387,136277.35
4052768,203431.06
700752,34568.3
839356,41337.97
353920,18918.41
752848,31250.08
1397296,72073.43
4638466,231040.67
4337118,213951.73
2852148,140633.89
4772182,239595.18
717957,33830.14
4236500,210682.18
4567015,233532.51
1137443,54303.5
2323536,111272.19
3703143,183912.67
2841014,139448.01
2636680,135311.51
4298132,212447.53
4651873,228945.99
3252099,165528.85
3162421,156641.69
1580174,83305.87
2722624,134512.48
1480019,68457.21
4245814,208702.21
4856374,235123.8
2200864,101878.43
1734209,86664.45
4344887,219243.24
248964,15940.8
890592,45093.01
818916,43762.17
124637,4639.4
1026208,52807.73
1931308,90809.12
4188518,208059.68
2588497,132955.41
1755351,86080.59
1274677,63065.68
1895252,98472.85
2438580,122990.59
505647,20732.26
3340761,170160.7
777480,42559.72
831379,38578.76
512819,29570.13
400143,20669.71
1874870,93977.18
3265692,158651.02
4374798,221450.62
2867379,145223.82
756246,40188.31
3435198,173577.76
177943,9444.49
799750,38287.63
896528,48204.43
1416656,64921.13
3395391,173762.08
3874143,194289.58
948231,43833.3
1118181,53624.54
3587675,178067.54
3549242,181890.65
1963797,97562.56
355420,19683.35
1038759,56373.44
2344792,118731.59
1989045,97756.37
1441562,71515.59
4415853,217747.14
1774090,87755.27
241931,8416.79
2022851,98009.97
4695815,236227.35
2097549,102468.97
3524028,176201.07
2961888,144413.74
2904083,148867.54
3328752,166792.87
3772917,192546.67
3428650,170924.32
4964807,245584.08
646324,30429.54
234168,10991.62
242802,13070.64
2688700,133301.86
556892,28538.37
571631,26584.26
491433,23436.73
1876680,98152.52
2363469,116623.54
1661702,79892.93
2584085,131488.52
1475216,65630.69
2456281,127650.13
3861667,192598.23
4674504,234002.28
3718832,183536.48
4902543,247093.59
1227022,59236.33
4279803,214831.38
4555726,230392.66
2451822,125691.93
1126017,57808.84
3705447,184396.94
2651420,139769.61
1201943,58209.62
3775622,189162.67
3280072,158802.54
3831923,190590.94
3596753,178653.13
1035079,50966.12
261849,11447.51
871540,44063.81
4456936,226690.18
2397499,114252.72
1014293,56482.01
2791842,140973.71
2227581,112131.5
2217578,108426.72
3597113,181778.48
2352500,116746.82
1251842,65606.8
1863287,96618.32
2657869,131848.78
3454261,170140.74
877762,41430.3
4534424,226108.94
1331957,69113.32
3308408,165095.25
3313665,160649.86
