number_ofvisitor,total_daily_billing
597,154103.18
83,18019.32
997,252097.57
439,116720.96
983,239184.52
903,229775.38
338,84989.79
616,149439.01
584,148119.0
942,236019.42
814,200441.31
605,160767.36
149,39161.82
77,13781.9
625,157896.87
865,215338.23
364,85332.44
876,217833.25
860,216936.89
732,178361.36
702,168511.52
633,151372.94
604,144377.84
289,74920.95
830,209542.97
553,133643.82
468,115920.68
780,188437.85
700,171760.67
454,110183.17
761,191745.02
923,236639.85
203,45280.7
399,95606.85
263,67115.23
611,145550.38
98,19926.44
408,106282.54
547,142867.05
907,222094.89
805,197117.97
396,102349.91
391,102542.21
830,205974.12
472,114466.03
488,124515.02
824,207587.85
293,72867.42
732,191980.61
603,151789.03
957,233360.83
574,145402.27
829,203629.0
765,190209.76
343,89388.74
820,209116.19
249,47313.56
367,88709.09
720,177274.05
249,62034.44
342,80903.73
329,80619.88
141,34660.43
629,148673.27
113,27206.14
193,52929.3
835,202385.21
629,157799.94
284,71261.24
473,109067.12
363,88866.12
172,42448.81
862,221641.03
102,23567.28
76,20778.91
423,102120.24
85,22658.06
661,169535.84
190,39126.69
996,249616.13
737,186838.47
237,58507.0
767,192880.35
667,170457.74
662,158604.87
672,169879.75
503,131634.03
228,54806.46
63,12540.53
812,199775.38
732,184441.73
308,84073.03
714,188854.62
83,28597.79
759,188020.68
281,65948.66
242,52795.81
559,141980.56
237,73939.59
799,200781.49
865,217963.03
546,136284.26
377,97030.5
770,189389.93
766,193123.55
964,239502.61
154,40885.91
340,84939.23
291,75346.66
146,31941.29
926,236949.3
926,236361.83
541,133755.85
850,209680.22
987,240432.81
164,35176.4
359,87791.48
600,150770.0
159,40756.91
241,68964.45
727,179190.59
855,210694.17
634,158034.01
997,244669.69
161,47896.45
918,238463.74
352,91961.2
943,240403.77
626,155691.42
405,104614.16
859,220991.63
151,36142.27
616,161163.9
364,90881.02
243,60258.71
123,26363.6
999,250853.55
868,222600.32
456,102700.79
956,240715.94
341,88879.4
233,58845.96
603,140912.31
407,94955.05
148,36600.15
689,163884.01
574,156926.09
660,171488.71
869,212066.81
975,248116.58
515,132100.19
701,173437.25
253,68164.57
454,103067.66
189,45540.89
367,89136.95
425,115237.36
269,62448.1
398,102926.71
472,114562.52
282,75813.75
349,85091.97
181,39177.94
720,179850.27
969,246469.23
475,121363.86
684,163535.83
804,193009.32
994,245282.98
283,65825.34
139,30239.75
553,135943.88
808,204959.44
709,175868.97
953,232326.05
804,196414.11
466,118718.9
501,124693.88
983,242190.52
519,132907.51
981,249285.15
97,28077.76
272,67495.18
697,169751.14
762,189372.8
800,196451.23
515,115583.44
109,26069.84
329,71505.7
66,12870.22
370,89585.76
728,189723.34
923,224821.38
616,155166.22
126,29921.17
520,132303.8
878,216185.0
592,140106.68
150,38035.28
589,147336.27
593,149188.92
312,76500.43
255,61970.77
831,211771.67
529,135812.55
122,26478.8
487,121008.06
631,151740.65
740,187839.61
768,194310.53
591,154828.63
463,119434.14
705,177143.29
968,254896.98
720,181736.73
807,204528.68
829,198198.14
262,69561.01
820,217083.13
116,30432.66
471,121669.6
903,231296.29
518,138510.7
420,108046.73
413,95337.93
449,113394.92
899,228635.01
309,80738.06
837,208487.95
811,200911.91
94,21693.04
958,238754.21
912,228655.75
947,239461.22
911,229629.53
336,81840.6
589,141306.09
378,96391.53
364,89552.51
956,247036.76
468,121560.63
354,90204.47
989,243472.24
278,62743.71
799,199761.92
235,59480.54
996,240316.14
167,44117.75
834,208746.77
175,30395.84
181,40970.65
210,48552.39
751,181649.34
642,162437.46
923,239691.19
761,192567.86
395,101911.14
988,243120.64
133,35798.39
91,21833.26
484,121003.95
215,50731.87
476,111108.89
97,28847.95
91,23556.68
234,57354.39
871,226877.61
914,223518.24
281,73451.12
450,122765.28
740,187094.25
186,40699.55
773,198141.98
569,139522.66
282,67428.01
417,99737.25
671,175891.86
631,155725.02
442,105899.98
551,143984.0
416,96061.83
160,40321.15
310,74099.63
633,161281.23
113,26133.02
741,178193.06
852,213719.22
549,134954.5
109,31459.66
138,34835.02
405,111957.29
600,147216.66
418,110363.17
541,133498.78
695,173144.6
905,230031.08
936,229291.36
454,119443.16
981,248712.59
67,20706.49
417,108928.82
306,79393.23
270,70901.48
322,87081.82
426,106528.25
296,73106.54
931,235169.52
439,110250.31
619,159427.53
296,83326.2
222,50770.98
377,94741.06
172,37683.49
778,193447.58
516,128256.85
685,169300.71
865,220773.43
739,186543.63
280,67001.52
361,94782.78
698,173929.67
525,128589.42
239,54658.06
550,130173.87
682,168175.3
336,84292.57
370,97138.29
922,220279.86
110,36819.76
187,42902.97
998,247572.64
175,42002.5
753,185092.88
241,58727.01
995,247558.53
263,64989.31
242,68426.29
638,155825.7
703,184919.21
72,20726.16
792,190236.99
432,103843.78
205,46497.66
142,35388.42
875,225348.09
729,186320.51
753,183163.51
658,170575.02
179,39534.84
476,114539.93
274,73744.45
777,199389.3
61,19325.25
921,230350.29
397,98875.36
852,207145.47
123,30688.05
160,36632.89
925,230358.37
531,144224.82
938,236117.23
246,55956.83
240,66216.11
986,253214.0
113,35422.46
835,206366.88
700,174443.34
543,129441.82
114,36296.54
712,178620.63
309,70398.21
824,214268.55
218,51107.26
226,54527.04
194,43267.07
636,152965.19
104,27947.97
683,167267.25
588,139375.02
957,244204.78
736,186515.76
723,189689.17
185,44386.47
421,105450.24
72,19057.86
587,147447.72
211,54005.74
809,200645.51
209,43238.53
567,143190.01
754,191375.47
426,104817.96
364,103430.9
739,182364.21
757,186122.7
266,68718.86
313,79425.09
601,142380.16
991,251733.56
389,94968.22
511,133942.36
210,54498.82
363,89574.81
933,239624.54
180,42255.84
128,25322.61
716,172185.52
516,130213.45
114,37601.91
618,153787.0
468,120799.53
997,250807.07
996,246934.98
834,200211.95
101,26082.16
993,252272.14
875,221025.84
637,157551.75
664,163356.17
75,15581.06
76,15706.0
329,82475.09
553,137466.69
386,99028.9
188,42149.19
647,161618.43
441,110074.97
283,68207.69
481,121787.15
337,79787.44
78,25463.01
155,40870.17
657,166972.69
553,137891.25
682,168856.38
665,162639.88
950,233337.19
226,48854.95
702,175964.24
433,111743.7
906,220391.35
347,93363.85
315,70886.59
203,55021.86
843,206522.4
774,198895.04
968,245814.84
989,260498.76
125,28133.5
600,138816.73
220,45545.46
613,152219.48
809,203071.75
684,167412.56
875,220570.64
778,198967.17
893,226170.22
149,37051.84
977,240020.53
323,84910.43
347,93659.21
261,62244.03
51,6894.05
338,90272.52
735,185357.3
258,66008.02
620,163595.74
661,156282.99
746,185440.22
495,125638.46
240,70074.35
890,222253.96
720,177582.9
728,183083.56
646,165154.61
71,23712.03
322,87853.92
180,35435.28
849,208413.5
338,88817.6
241,61553.56
315,80926.89
822,202373.3
885,222453.32
292,71840.97
727,184122.8
663,168292.89
730,184123.08
261,66625.04
634,157651.9
750,195446.26
960,245593.33
869,217527.16
57,18547.21
489,132388.99
659,160233.26
847,208259.83
635,159179.97
127,33316.88
941,232578.85
553,141778.38
723,180341.58
748,192464.49
745,182911.19
263,61452.65
958,238523.52
228,56245.67
620,150521.38
879,220280.55
78,16224.83
654,172999.03
111,27452.17
184,47841.75
477,113019.38
183,48500.79
532,128971.26
879,224319.46
790,189798.45
117,29091.22
511,132914.22
814,204378.1
503,125050.22
66,23184.53
994,244394.39
201,44396.77
510,122281.45
297,69221.5
445,113328.01
874,216994.13
206,56417.56
649,164552.56
367,93575.9
147,28068.17
127,34612.32
588,153247.3
950,238017.32
345,81416.58
480,112238.62
954,243479.86
449,112760.6
62,8702.41
487,123659.86
448,111891.34
714,186446.36
449,108224.21
93,25113.87
421,111181.47
423,108057.38
656,163214.73
608,150313.27
534,131939.63
466,113963.81
133,29746.56
715,184434.82
532,138243.84
345,89889.45
888,223107.86
990,248439.52
155,30925.47
656,167482.65
258,64563.52
732,177015.22
840,215242.0
864,215191.61
861,218998.48
899,226945.99
219,50219.67
829,210981.89
559,136410.84
399,91429.03
725,184965.19
640,161002.05
515,129311.67
958,243281.45
777,188516.19
130,27740.86
498,118938.12
681,167889.31
150,39168.43
418,114691.83
844,209786.96
709,178067.28
579,137615.53
881,217504.84
814,193215.98
314,89894.87
251,53290.97
167,39162.15
172,42281.51
74,27342.43
418,105619.17
434,101476.68
620,153490.76
981,245554.84
323,77522.47
96,20288.52
384,91924.95
466,112568.97
583,141093.89
393,93768.81
370,90777.87
188,50667.36
156,32552.93
971,238607.58
395,98941.74
759,192276.06
496,131317.04
511,131184.88
265,66930.59
855,213508.58
431,107031.27
98,18576.57
666,168369.96
706,174216.7
106,27155.38
575,138975.28
388,96431.96
57,9507.83
745,188810.37
72,16605.26
93,24022.16
627,154448.51
820,208328.7
486,123170.86
958,235205.14
118,24806.19
643,164985.95
562,128922.09
326,88275.28
541,131504.0
132,36118.62
361,92008.71
151,35815.79
275,70146.95
435,108936.94
517,132960.86
848,208024.57
190,50722.0
575,133950.13
381,98063.89
318,79378.26
393,100489.96
912,230890.16
703,182905.34
931,233224.59
143,31264.78
972,251921.48
661,166913.28
119,33932.52
175,41684.65
935,231638.74
432,108561.91
237,61939.13
555,140116.72
631,152769.85
960,247600.66
361,84283.44
905,227895.95
830,207623.89
184,58636.3
670,165328.78
198,43369.4
151,41001.49
407,99238.61
191,53069.39
820,209379.38
880,223531.53
220,51115.07
414,107824.13
788,208526.71
61,13351.41
104,25017.81
551,137045.01
807,200234.35
935,234436.09
965,241351.66
941,234959.08
652,158561.22
374,99451.63
990,249374.31
872,222849.35
748,189987.91
892,209713.5
546,141021.25
365,95305.83
750,188701.24
859,225602.04
221,60475.68
439,114790.87
630,149003.02
327,88469.65
370,95887.7
133,26546.22
137,35849.79
197,40808.51
815,207171.48
864,216907.66
993,245259.51
782,199027.67
795,194964.47
585,146850.8
812,208536.04
377,92547.75
147,31998.58
263,71206.32
856,214555.07
360,100039.16
786,199093.6
421,109064.99
527,133567.57
232,60783.6
247,64796.05
382,98891.0
669,161663.06
964,236705.96
875,222058.16
459,115214.2
770,188683.64
406,103004.91
140,43068.2
905,227206.44
224,58109.7
703,178020.56
692,169948.22
688,171746.65
810,192055.74
447,107028.84
313,77856.72
540,129041.68
778,194398.26
576,142519.09
222,62117.83
790,207616.02
222,55220.18
308,78884.53
414,109549.67
444,110972.64
58,16603.58
309,70282.06
162,43082.44
768,198383.58
524,125410.9
528,123703.3
227,63219.35
897,222666.87
553,134346.94
785,196734.12
531,130017.65
695,168574.56
477,111626.52
566,150520.88
234,66832.89
866,215254.1
644,174089.48
783,202392.27
765,191004.39
630,168851.12
973,233028.19
425,105207.91
728,190799.94
979,243046.2
495,129618.4
61,10346.22
246,58193.87
615,155691.37
921,233559.92
534,134542.85
385,94183.26
378,89853.39
786,208316.9
726,183252.01
466,122029.06
738,189441.79
562,138136.93
736,184251.33
726,177655.32
186,50350.62
323,79967.4
407,109892.01
902,217459.25
733,185769.78
511,140485.03
280,66342.97
280,70810.34
164,39255.27
759,194241.64
880,209996.72
564,134991.91
161,35301.09
195,53160.77
982,244604.12
837,206076.05
398,101549.52
85,22375.27
257,63280.62
53,10766.62
169,37729.82
158,46642.67
127,39230.2
578,137945.15
788,195056.86
746,188766.49
788,192503.4
98,28217.14
158,40592.97
529,136418.74
742,197093.83
421,96907.05
571,150073.59
974,240883.73
425,109772.34
172,45810.99
637,166325.16
684,171538.28
698,170627.84
139,36203.1
198,58165.25
50,14485.61
469,114629.72
772,192466.24
567,143246.32
416,104828.24
195,48890.1
662,170655.6
761,200619.9
956,243997.17
886,224862.07
966,246914.14
281,73731.16
668,167975.49
518,126853.09
261,62602.39
155,38938.6
314,80211.76
307,82691.87
674,168218.23
693,171756.17
395,100365.62
829,209645.13
260,62352.08
132,29658.6
132,36472.95
811,202390.75
398,105650.1
344,87643.83
798,199398.43
237,53610.5
467,117048.55
876,214344.57
945,230096.31
633,166058.86
951,235572.93
977,248965.81
333,77966.78
380,91700.74
525,127502.27
815,207433.36
529,134737.82
90,16137.26
121,23427.65
649,164914.41
805,208050.09
972,249552.28
544,132370.34
358,87588.41
428,109623.99
316,81979.09
288,73251.82
648,160181.4
711,180126.52
54,14320.42
161,41255.95
979,249215.98
367,97311.54
720,181744.03
96,25480.6
342,84718.87
416,104659.17
75,22546.64
264,68471.23
348,84287.28
110,24521.02
471,114614.71
433,113994.96
465,107949.49
886,214722.67
943,232676.27
688,175768.64
970,241163.19
850,208366.32
805,203024.69
625,158282.13
449,116183.23
226,63316.33
142,41657.37
557,142026.65
684,170579.05
576,146154.0
325,79200.91
583,150205.01
827,204266.75
232,54213.2
913,233001.63
461,108044.16
698,171511.27
80,23002.56
264,65568.7
401,99611.93
891,217497.28
261,60396.23
788,196088.23
234,50989.92
976,243953.05
636,164681.77
220,60240.63
281,72916.59
123,31708.12
302,75087.26
954,238782.21
347,82503.96
123,27923.7
483,113221.79
982,249710.19
790,196980.61
248,71021.96
773,190587.44
133,33211.47
761,193433.74
706,178391.77
266,66133.26
510,135491.91
286,67316.28
510,130362.75
993,246290.57
560,139376.61
307,77913.03
278,68933.54
347,86002.2
667,159840.34
554,142528.78
752,181052.02
700,181428.52
813,202776.66
773,197412.35
688,161087.89
810,202329.21
489,122190.8
634,154528.02
222,59371.64
990,244706.3
718,175549.23
211,51131.17
502,129797.44
656,165222.11
907,228504.05
938,237903.32
797,198285.48
69,21908.36
121,31940.99
631,161503.15
451,109251.4
761,190683.26
493,127513.28
422,113715.64
744,190728.52
357,94187.37
586,139493.54
627,155415.09
333,86044.97
539,128587.55
394,100494.89
325,79609.08
375,92351.52
598,149824.97
65,18014.52
980,248653.27
232,52613.55
917,233974.53
817,207414.14
242,59253.91
895,228512.53
63,7408.69
73,19075.21
644,158215.49
855,208525.03
285,63829.45
899,227908.02
826,209057.17
805,207243.42
552,141326.09
304,74530.89
426,120066.33
364,96074.44
356,83247.08
158,38852.45
868,218133.78
324,79684.84
367,102017.74
816,202550.89
294,71567.64
827,210455.98
471,118352.05
180,43889.39
993,259079.14
474,126181.01
194,41449.02
392,107365.12
268,66105.72
634,164172.79
246,71411.35
644,165050.04
910,238906.9
832,212267.55
667,169894.6
661,170297.04
745,180059.74
893,222229.02
127,26394.04
704,175109.17
420,107248.54
144,35264.36
438,108781.18
861,208467.55
564,138377.3
96,32340.69
207,48965.3
800,198277.24
829,208416.16
320,81855.88
471,117065.64
77,12270.64
226,59204.29
136,43603.08
736,193178.8
768,188412.62
636,161011.35
911,240399.06
807,201731.42
317,80523.59
103,18281.49
132,38209.96
593,149640.84
434,104040.49
961,243717.13
572,147890.58
272,64531.42
914,220192.99
616,154695.54
981,248712.57
335,85084.4
629,163040.24
873,209688.41
493,118176.93
138,35608.39
659,156962.9
578,140710.75
210,49864.64
816,209082.98
207,58281.85
318,83118.9
957,248622.6
429,114247.39
81,24200.07
136,37799.96
142,32568.06
559,132775.8
851,209180.09
644,165207.89
829,205683.57
565,144306.02
138,25357.83
203,53379.07
643,156473.34
753,184606.78
945,244580.7
207,62506.09
939,229380.61
467,115596.3
302,74880.53
338,88185.99
817,201898.75
208,47973.66
361,91715.53
623,156154.85
848,216338.25
841,206837.95
630,156475.8
484,124885.94
403,100446.05
314,70105.07
57,22374.63
156,38578.35
981,244917.56
654,176136.24
788,207563.39
118,34249.89
489,116818.84
863,222626.07
187,37892.13
407,102429.69
891,220428.53
944,232491.93
700,176159.17
677,172315.13
569,146181.81
117,28842.65
195,47699.73
299,79020.64
433,112641.7
517,129939.47
560,135672.06
811,194296.53
543,139047.39
939,239614.02
564,139985.84
413,105115.86
448,118600.39
689,182304.69
169,40272.86
761,189812.23
799,202021.17
104,19925.11
119,19028.94
938,227827.29
543,134374.35
405,97629.87
517,125172.39
337,84505.2
823,205676.3
961,236469.47
771,184677.76
286,73540.13
267,72019.47
773,190157.34
577,142326.72
774,197563.28
319,84992.04
367,89460.3
707,176231.25
313,85625.43
694,177885.15
393,92550.48
858,205918.19
928,230613.75
526,126670.44
876,221338.69
570,146067.59
91,24030.64
67,12721.3
863,209397.54
940,238305.51
259,68894.71
481,125786.82
845,209798.95
854,213043.22
379,98806.78
325,81308.68
471,114887.38
986,242304.49
776,197591.85
929,230790.69
941,232528.43
796,201250.69
197,45688.21
968,239110.4
99,24950.31
182,43167.74
749,194323.3
634,161167.0
860,215634.35
943,242772.45
154,38898.44
341,90659.55
281,65277.05
150,34339.89
308,72209.63
999,252271.91
341,77525.34
161,41838.07
94,21030.62
532,133652.64
661,165152.19
206,54275.73
274,79680.52
971,252846.03
953,242334.09
122,28784.67
967,242693.05
630,155512.34
221,51570.7
986,236735.4
469,116110.61
785,197629.78
463,118807.45
610,153064.03
285,67778.74
670,165008.5
936,238617.55
834,199951.87
719,177202.84
288,72116.78
429,105198.76
506,118908.88
565,145924.84
253,69070.71
468,112063.88
133,17208.57
962,250499.14
263,63671.62
440,105136.71
408,101442.93
422,107103.33
623,152605.68
107,27400.95
733,182652.89
875,215311.86
486,113334.25
923,237409.59
813,206073.16
889,218409.49
698,176528.78
799,195403.59
567,141558.57
836,211967.54
135,36069.9
928,229967.83
197,53331.66
625,156302.81
524,128364.9
716,187376.77
184,40379.61
167,43749.01
585,153333.93
428,98489.92
313,86433.35
372,101448.55
60,12657.02
917,230696.95
627,153068.05
946,232374.51
312,72340.61
73,26721.6
957,238088.39
880,213070.9
889,227442.85
190,50866.6
503,127629.14
280,66708.32
649,160233.23
165,51613.0
329,84175.91
599,147106.45
248,65717.25
827,210968.57
719,188816.32
792,198327.83
905,229912.39
332,85657.04
335,80178.09
177,37420.77
256,67107.46
934,236962.14
307,64589.41
825,208899.61
706,176104.87
560,142178.17
609,149843.51
113,35522.16
750,192650.01
190,40554.13
966,236602.14
789,197551.44
156,35905.83
691,178157.11
944,230938.41
901,230613.65
712,165862.42
262,63476.13
784,202942.29
65,15963.36
702,175638.86
437,113139.45
307,79388.09
163,40189.07
882,227091.6
587,147396.1
847,214462.37
935,238475.34
87,9603.9
965,237653.07
74,15551.5
942,238793.95
101,33966.4
900,215670.21
140,32919.76
187,52221.18
986,237800.86
258,66416.64
110,29777.82
160,42687.62
307,71128.91
898,224297.76
184,39990.4
109,32786.48
238,54178.75
385,96437.5
674,178954.26
76,24638.42
50,3658.29
775,192231.0
135,34079.24
716,178050.21
129,34191.56
621,158328.29
870,226667.1
597,146913.98
513,131966.51
457,113340.93
852,220841.86
850,214456.13
450,112703.43
886,220192.77
980,240649.02
516,133333.03
924,226896.12
224,46668.82
915,223946.45
913,229014.78
650,156391.5
108,22974.64
622,146046.15
455,109613.22
536,142559.24
803,197584.27
332,82458.78
786,207707.9
505,127906.0
271,69209.02
929,227477.24
651,163883.35
576,152659.69
981,239207.77
926,230571.39
234,52629.62
765,199332.34
90,16600.66
478,115981.43
732,177202.71
829,200337.62
757,189710.8
299,72999.94
756,190754.86
534,136606.46
279,61342.34
657,165759.39
779,190186.34
53,13969.5
498,126168.71
936,232705.51
560,146583.06
566,134335.74
947,231120.38
95,24969.75
380,105559.48
175,39043.11
186,46173.67
697,180204.68
875,223330.56
920,233075.0
880,216402.88
238,59372.92
192,48148.18
634,163715.78
475,118085.06
227,63529.92
399,99476.83
526,132197.02
484,120359.54
970,241612.84
967,241394.55
275,68921.9
327,73643.38
799,198350.77
143,44193.74
934,224432.74
379,93525.74
758,186693.6
499,126383.75
527,134300.94
625,156979.36
199,39687.6
702,165360.6
792,184679.29
559,139070.83
806,193282.09
972,231258.37
864,211401.33
396,95586.47
326,81089.33
80,20036.5
426,106803.01
87,25849.99
600,148534.18
725,184994.81
405,99500.22
316,77009.32
630,154643.2
339,84568.13
278,72799.0
822,208698.74
69,20296.67
112,29552.43
862,209737.71
541,149036.03
219,48083.06
62,16111.59
698,189488.48
438,113911.89
983,242248.57
785,202341.79
655,164725.57
738,180418.3
397,100340.46
406,99686.28
717,178176.46
682,170712.29
941,238747.88
220,59508.32
247,58108.44
218,56300.83
733,181911.72
206,55336.08
373,88143.35
259,64646.21
842,201354.8
245,64771.41
319,88757.94
748,194733.63
111,31938.07
547,139624.2
706,186830.18
787,193966.54
166,40233.49
964,248063.13
462,114803.38
767,187124.08
917,221648.92
627,152551.89
350,96290.65
376,93483.29
589,143447.69
364,90557.75
999,251376.31
825,196957.11
782,191046.89
571,135311.77
326,88816.06
852,212410.23
53,12374.06
230,56598.37
134,27900.47
535,136340.27
586,155676.25
581,142161.65
248,66441.29
760,189441.54
145,32432.34
145,40777.29
944,227894.67
839,202637.82
610,161338.16
138,32483.96
567,147707.69
996,248411.96
972,230312.4
707,180150.83
559,141589.75
573,139512.42
77,24730.73
324,85676.24
604,147224.92
514,133913.59
148,38099.91
704,176345.07
502,121813.95
341,80669.92
658,171594.98
646,163416.6
859,219471.54
652,160601.86
943,238269.71
350,85757.07
591,151084.25
856,206985.77
223,48823.44
235,53221.6
79,19689.32
300,63905.32
670,169803.76
489,125315.39
262,56763.65
779,192718.34
393,107533.55
743,183554.15
903,220711.46
86,19622.78
395,104609.52
711,172005.27
543,138511.9
146,38615.95
585,146196.79
374,91612.07
393,102886.66
916,223301.76
683,172767.91
135,25996.58
210,57323.41
66,20285.7
293,71164.79
829,206083.71
847,214139.23
267,59970.52
958,238008.9
55,13739.41
430,98968.26
828,211488.42
284,81401.33
433,120274.11
173,33492.42
109,33052.2
550,134344.74
59,14196.25
577,139340.02
645,164286.62
475,106236.96
733,177251.26
196,37706.81
506,123609.07
661,163683.49
832,200131.26
776,196607.4
646,163666.48
600,154329.18
54,20531.41
548,135669.27
647,162862.97
554,133386.36
336,84336.58
256,64564.17
973,250875.99
599,152430.42
305,79028.67
741,183739.1
960,223667.75
68,17118.81
212,50616.43
763,185191.57
832,211703.57
931,237686.2
649,157216.55
224,56190.07
292,72461.06
709,182930.26
826,208686.64
566,145063.82
700,173155.58
935,235816.25
152,42361.15
908,238579.09
819,202044.48
741,183424.72
295,70056.3
197,47014.35
582,152410.2
868,212855.56
719,181698.4
225,61239.34
818,210495.38
468,124272.1
971,245102.95
826,208364.68
162,37658.45
217,44403.71
582,142522.4
129,33045.79
957,244318.02
277,76756.7
86,21532.57
652,168622.11
376,94837.15
201,51290.32
227,55253.95
231,55372.21
517,126340.89
671,164998.57
921,226878.29
158,43750.79
205,57594.26
309,73454.34
445,106787.22
628,156068.23
982,241136.46
309,72162.53
320,78256.01
461,116467.75
86,22655.69
442,108932.8
831,205127.52
684,174043.96
273,70192.46
244,61861.14
416,101178.34
943,242415.42
643,154196.29
611,149953.95
127,26816.64
586,146508.66
856,210663.46
587,147220.74
621,157868.15
357,95573.98
631,158822.51
715,179745.84
609,154401.37
615,142325.16
932,233287.49
986,240963.36
421,102004.96
434,107900.1
163,45512.31
326,72662.58
511,128945.26
671,168267.89
121,32405.42
458,125683.89
579,152532.39
64,17455.89
91,25553.27
69,17066.68
65,20047.13
696,174177.55
782,197636.4
656,160677.98
142,36652.66
130,39309.89
950,240338.9
963,241332.76
127,17242.99
912,229918.3
547,136313.73
707,171384.93
881,219914.48
544,135688.19
970,242529.9
75,22474.8
758,188443.17
705,175023.62
505,124484.57
126,32721.95
363,93458.64
401,106695.07
972,245646.37
994,253884.79
250,66732.14
352,88764.46
376,90369.15
172,45020.34
227,64541.3
351,93182.74
57,20640.53
51,3531.17
195,38923.15
597,146826.7
649,164622.87
680,168126.87
531,131751.21
91,15351.2
407,98714.04
700,170556.85
620,150716.59
741,181570.65
763,185268.32
270,55517.7
98,31557.87
409,101666.43
503,122313.79
801,199532.79
689,173915.03
891,223316.89
847,208074.94
77,24216.82
142,32527.21
740,183836.67
266,75117.52
533,143549.9
588,152738.65
688,168656.22
147,34623.92
357,85353.22
467,115562.32
977,246920.46
349,77851.15
949,232077.93
609,152796.84
403,100269.1
833,206008.86
749,180266.23
864,213020.1
159,37327.8
892,216345.72
576,139823.06
553,137277.77
151,40112.45
655,168324.26
233,53013.7
268,65249.37
961,239020.71
178,43510.47
714,177165.4
369,86395.36
653,165624.68
604,149429.54
831,207915.0
531,133147.42
297,71218.18
993,252072.72
117,26992.9
319,80592.7
769,192725.75
960,241286.37
787,202127.11
766,187893.18
706,176446.6
141,35041.09
997,247788.61
699,177191.76
544,130176.97
578,151489.24
441,117474.51
563,137588.15
489,121759.38
811,193788.7
882,217230.36
488,133552.45
680,173001.42
246,64920.5
404,98524.67
263,65239.42
156,38700.79
257,57244.0
678,170093.0
981,249001.91
58,23329.57
191,48948.26
891,222075.98
583,145086.24
833,210092.54
730,186345.84
756,194334.1
461,104630.87
143,41075.62
974,237497.97
754,183584.25
973,242199.57
391,100256.48
337,77679.87
741,182276.26
316,80432.22
971,245163.41
976,246294.31
581,149956.11
901,230968.48
274,69037.08
218,54156.81
372,89032.2
605,148357.82
749,180437.35
144,42944.91
411,102408.44
696,177720.8
655,177135.46
615,164881.57
643,166293.93
513,126365.73
830,211505.09
850,212474.4
696,169299.59
719,175189.6
560,144260.21
316,82681.43
375,99851.89
838,208321.41
849,210042.53
182,40053.85
411,94463.09
398,95262.7
596,145739.51
812,197313.81
608,149434.53
317,88730.19
854,210059.18
93,14004.85
327,82510.0
188,50203.37
904,221569.74
360,93789.42
286,80523.91
315,77584.72
219,58466.2
265,70871.78
166,43553.95
287,76292.35
305,78911.78
805,196514.34
897,213052.03
893,224184.2
483,119593.18
465,108116.01
137,33173.5
283,70076.81
658,165995.16
579,150324.33
160,35963.06
770,182178.23
902,223490.01
626,160570.34
684,177690.94
287,68736.8
413,106174.87
458,109000.07
684,171034.4
336,69752.7
267,65112.46
452,114599.22
271,65454.68
394,91480.52
533,133637.58
162,49566.9
67,12595.63
501,121676.41
268,65799.77
210,60818.85
119,23084.14
56,10154.29
50,15877.75
919,223572.55
148,32712.74
648,170874.89
641,168979.25
364,93951.38
83,22391.68
275,65813.03
528,132022.13
540,131185.19
272,75589.5
741,185983.55
956,238223.57
569,142521.42
292,69821.89
137,36818.21
529,131148.47
358,104035.05
704,173815.84
589,151426.81
517,138478.32
191,33801.49
139,32599.76
747,194394.87
362,79263.26
229,63222.24
598,151140.36
51,20457.65
979,243254.44
83,22074.31
363,84900.85
275,67609.31
634,154613.67
413,100324.06
934,234242.82
556,135083.37
999,238589.38
165,42472.93
163,41835.67
591,151464.87
644,160968.35
528,126585.08
769,199875.98
156,37305.26
364,86150.98
747,194022.2
937,242760.39
201,36425.11
960,235362.44
711,176833.33
209,53642.18
124,34271.07
398,112090.42
731,177271.46
236,59785.63
905,218875.17
388,98134.48
872,226288.62
438,95522.26
543,128565.12
218,58416.4
874,222544.45
102,21353.73
983,249834.85
306,83023.07
621,158007.32
271,75052.1
637,160870.05
95,22439.27
309,78674.45
64,20216.81
898,216439.34
677,170600.54
61,14606.46
50,9845.66
126,25824.63
591,138345.41
763,188165.13
951,234772.07
890,227210.48
99,30398.11
691,168483.85
55,9437.54
124,28190.06
395,104345.75
909,223892.99
382,105317.5
727,182378.57
893,225463.43
900,222647.79
323,88846.33
559,141922.5
964,238599.2
717,172657.27
317,82685.35
529,129048.43
357,88361.91
766,186818.09
805,196639.65
648,158947.55
661,164925.98
747,180811.38
271,66487.11
327,78151.18
407,101142.88
734,188083.32
367,92797.83
91,19708.24
116,28760.23
954,241485.46
241,63755.22
192,49038.72
975,252737.74
203,46332.19
143,38385.37
246,61161.86
427,111845.06
656,164050.22
432,118418.5
810,202945.39
583,149415.28
615,152750.55
538,136213.91
686,168441.64
875,220896.42
768,182184.23
742,182809.13
916,225547.58
836,218519.62
211,49120.99
515,126330.01
447,107940.85
327,83805.77
521,128588.96
190,45223.93
684,181692.95
753,189015.49
617,157640.24
859,216784.64
296,69802.12
883,217857.92
752,182395.23
219,48607.9
268,67172.41
83,21253.44
334,82859.23
459,116630.18
456,113167.0
85,27445.76
423,103249.26
314,83401.51
902,229276.84
347,73937.11
